old_id,old_name,action,new_id,new_name,reason
4156,班兰叶,DROP,,,不属于指南允许的基础原生食材类别
4157,牛肉牛肉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4158,水果草莓,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4159,豚骨拉面,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4160,长豇豆,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4161,张干豆腐,DROP,,,豆制品或淀粉制品（严格模式排除）
4162,婴儿面条,DROP,,,成品、半成品或加工食品
4163,三文鱼扒,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4164,一个牛油果,MERGE,90,牛油果,修复数量/单位残留
4165,米燕麦,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4166,肥瘦相间肉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4167,格鲁耶尔奶酪,DROP,,,烘焙或乳制加工食品
4168,黄花菜干,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4169,牛奶冰淇淋,DROP,,,成品、半成品或加工食品
4170,各类水果,DROP,,,不属于指南允许的基础原生食材类别
4171,固体酸奶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
4172,棵油麦菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4173,表面刷液,DROP,,,工具、包装或操作说明
4174,鸡软骨,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4175,头洋葱,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4176,凉薯,KEEP,447,凉薯,符合基础原生食材定义
4177,调节牛奶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
4178,浓缩液,DROP,,,不属于指南允许的基础原生食材类别
4179,双歧杆菌,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4180,牛肉薄片,REVIEW,,,形态描述存在，但原始食材无法确定
4181,形意大利面,DROP,,,成品、半成品或加工食品
4182,三明治火腿,DROP,,,加工肉制品
4183,香猪肉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4184,克南瓜,MERGE,30,南瓜,去除确定的鲜冻/去皮去骨描述
4185,水蛋黄水,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4186,拉肠粉,DROP,,,不属于指南允许的基础原生食材类别
4187,粗山药,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4188,胡萝卜切丁,REVIEW,,,形态描述存在，但原始食材无法确定
4189,青椒一个,MERGE,11,青椒,修复数量/单位残留
4190,共水,DROP,,,不属于指南允许的基础原生食材类别
4191,朵平菇,MERGE,118,平菇,去除确定的鲜冻/去皮去骨描述
4192,杂菌,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4193,普通粉,DROP,,,不属于指南允许的基础原生食材类别
4194,调理,DROP,,,不属于指南允许的基础原生食材类别
4195,玩偶,DROP,,,不属于指南允许的基础原生食材类别
4196,红辣椒圈,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4197,了猪肉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4198,黄色小番茄,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4199,面团配方,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4200,乌龙茶汤,DROP,,,不属于指南允许的基础原生食材类别
4201,任何蔬菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4202,捣碎,REVIEW,,,形态描述存在，但原始食材无法确定
4203,空玻璃瓶,DROP,,,不属于指南允许的基础原生食材类别
4204,碎干辣椒,DROP,,,调味料不进入基础原生食材表
4205,青红丝,REVIEW,,,形态描述存在，但原始食材无法确定
4206,乳酪馅,DROP,,,不属于指南允许的基础原生食材类别
4207,原方,DROP,,,不属于指南允许的基础原生食材类别
4208,咸鱼干,DROP,,,成品、半成品或加工食品
4209,可密封容器,DROP,,,工具、包装或操作说明
4210,汤面,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4211,装酸奶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
4212,意大利粉,DROP,,,不属于指南允许的基础原生食材类别
4213,味手抓饼,DROP,,,不属于指南允许的基础原生食材类别
4214,多点水,DROP,,,不属于指南允许的基础原生食材类别
4215,法式面包,DROP,,,烘焙或乳制加工食品
4216,朵大料,DROP,,,不属于指南允许的基础原生食材类别
4217,牛奶饼干,DROP,,,烘焙或乳制加工食品
4218,人量意大利面,DROP,,,成品、半成品或加工食品
4219,炖汤,DROP,,,不属于指南允许的基础原生食材类别
4220,蜜柚,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4221,手掌大小,DROP,,,不属于指南允许的基础原生食材类别
4222,白色巧克力,DROP,,,烘焙或乳制加工食品
4223,汤豆腐,DROP,,,豆制品或淀粉制品（严格模式排除）
4224,新鲜菠萝,MERGE,67,菠萝,去除确定的鲜冻/去皮去骨描述
4225,丸子蔬菜,DROP,,,成品、半成品或加工食品
4226,饼面粉,DROP,,,成品、半成品或加工食品
4227,食竹炭粉,DROP,,,不属于指南允许的基础原生食材类别
4228,蛋糕胚配方,DROP,,,烘焙或乳制加工食品
4229,鸡胸肉鸡胸肉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4230,布丁杯,DROP,,,成品、半成品或加工食品
4231,鲽鱼,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4232,麻婆豆腐料,DROP,,,豆制品或淀粉制品（严格模式排除）
4233,定量,DROP,,,不属于指南允许的基础原生食材类别
4234,蜡烛,DROP,,,不属于指南允许的基础原生食材类别
4235,大小鸡胸肉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4236,蓝纹奶酪,DROP,,,烘焙或乳制加工食品
4237,朵新鲜香菇,MERGE,23,香菇,去除确定的鲜冻/去皮去骨描述
4238,就行锡纸,DROP,,,工具、包装或操作说明
4239,青椒小米椒,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4240,野生海参,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4241,嫩豆腐豆腐,DROP,,,豆制品或淀粉制品（严格模式排除）
4242,生姜几片,REVIEW,,,形态描述存在，但原始食材无法确定
4243,蒜片姜片,REVIEW,,,形态描述存在，但原始食材无法确定
4244,蛋糕卷胚,DROP,,,烘焙或乳制加工食品
4245,奶酪夹心,DROP,,,烘焙或乳制加工食品
4246,纯生啤酒,DROP,,,调味料不进入基础原生食材表
4247,砀山梨,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4248,黄油饼干,DROP,,,烘焙或乳制加工食品
4249,甜口,DROP,,,不属于指南允许的基础原生食材类别
4250,花朵,DROP,,,不属于指南允许的基础原生食材类别
4251,生巧克力,DROP,,,烘焙或乳制加工食品
4252,熟栗子,DROP,,,成品、半成品或加工食品
4253,几只大闸蟹,MERGE,205,大闸蟹,修复数量/单位残留
4254,鸡蛋一枚,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4255,骏枣,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4256,天然蘑菇精华,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4257,冷藏牛奶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
4258,腌渍料,DROP,,,不属于指南允许的基础原生食材类别
4259,神马,DROP,,,不属于指南允许的基础原生食材类别
4260,香蕉一根,MERGE,61,香蕉,修复数量/单位残留
4261,荷叶饼,DROP,,,调味料不进入基础原生食材表
4262,菌种,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4263,半甜巧克力豆,DROP,,,烘焙或乳制加工食品
4264,蘑菇汤,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4265,胡萝卜切丝,REVIEW,,,形态描述存在，但原始食材无法确定
4266,自己调整,DROP,,,不属于指南允许的基础原生食材类别
4267,盆水,DROP,,,不属于指南允许的基础原生食材类别
4268,泡姜泡海椒,DROP,,,成品、半成品或加工食品
4269,冰淇淋球,DROP,,,成品、半成品或加工食品
4270,隔夜剩饭,DROP,,,不属于指南允许的基础原生食材类别
4271,湖南剁椒,DROP,,,成品、半成品或加工食品
4272,黑樱桃罐头,DROP,,,成品、半成品或加工食品
4273,脆饼干,DROP,,,烘焙或乳制加工食品
4274,口味方便面,DROP,,,成品、半成品或加工食品
4275,里脊肉片,REVIEW,,,形态描述存在，但原始食材无法确定
4276,草莓草莓,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4277,汉堡包面包,DROP,,,烘焙或乳制加工食品
4278,螺旋意大利面,DROP,,,成品、半成品或加工食品
4279,鲜藤椒,DROP,,,调味料不进入基础原生食材表
4280,黑提,DROP,,,不属于指南允许的基础原生食材类别
4281,多少豆腐,DROP,,,豆制品或淀粉制品（严格模式排除）
4282,备姜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4283,多少洋葱,DROP,,,数量或单位残留且无法可靠恢复原食材
4284,了水,DROP,,,不属于指南允许的基础原生食材类别
4285,调味酒,DROP,,,调味料不进入基础原生食材表
4286,子工具,DROP,,,不属于指南允许的基础原生食材类别
4287,组合,DROP,,,不属于指南允许的基础原生食材类别
4288,鸡肉火腿肠,DROP,,,加工肉制品
4289,味奶油奶酪,DROP,,,烘焙或乳制加工食品
4290,不要太多,DROP,,,不属于指南允许的基础原生食材类别
4291,米米,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4292,蛋黄粉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4293,三色彩椒,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4294,细圆挂面,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4295,月饼饼皮,DROP,,,成品、半成品或加工食品
4296,坨蒜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4297,卤肉香料,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4298,音乐,DROP,,,不属于指南允许的基础原生食材类别
4299,马苏里拉芝士球,DROP,,,烘焙或乳制加工食品
4300,斑斓精,DROP,,,不属于指南允许的基础原生食材类别
4301,辣椒包,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4302,肥瘦,DROP,,,不属于指南允许的基础原生食材类别
4303,碎海苔,DROP,,,成品、半成品或加工食品
4304,就够了洋葱,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4305,脆鱼,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4306,蓝莓粉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4307,叶羽衣甘蓝,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4308,贝类,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4309,空瓶,DROP,,,不属于指南允许的基础原生食材类别
4310,鲜鸡汤,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4311,爱玉籽,DROP,,,不属于指南允许的基础原生食材类别
4312,水果椒,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4313,多低筋面粉,DROP,,,成品、半成品或加工食品
4314,菠蘿,DROP,,,不属于指南允许的基础原生食材类别
4315,古早蛋糕,DROP,,,烘焙或乳制加工食品
4316,一样多,DROP,,,不属于指南允许的基础原生食材类别
4317,绿叶,DROP,,,不属于指南允许的基础原生食材类别
4318,黑巧克力粉,DROP,,,烘焙或乳制加工食品
4319,多少放多少草莓,DROP,,,数量或单位残留且无法可靠恢复原食材
4320,腌橄榄,DROP,,,不属于指南允许的基础原生食材类别
4321,面粉糊,DROP,,,成品、半成品或加工食品
4322,芝麻糊,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4323,厨房,DROP,,,不属于指南允许的基础原生食材类别
4324,一半洋葱,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4325,菜和肉,REVIEW,,,疑似多食材组合，但无法百分之百确认全部组成
4326,方块五花肉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4327,麻辣小龙虾料,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4328,味蛋白粉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4329,铁观音茶叶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
4330,芽苗菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4331,蒜头蒜蓉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4332,玉米粒罐头,DROP,,,成品、半成品或加工食品
4333,坛子辣椒,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4334,仁核桃仁,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4335,小米粥,DROP,,,成品、半成品或加工食品
4336,蔬菜肉类,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4337,决定面粉,DROP,,,成品、半成品或加工食品
4338,温水温水,DROP,,,不属于指南允许的基础原生食材类别
4339,儿鸡胸肉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4340,奶香馒头,DROP,,,成品、半成品或加工食品
4341,张紫菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4342,多少放,DROP,,,数量或单位残留且无法可靠恢复原食材
4343,什么什么,DROP,,,不属于指南允许的基础原生食材类别
4344,多鸡蛋,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4345,龙骨汤,DROP,,,不属于指南允许的基础原生食材类别
4346,台式烤肠,DROP,,,成品、半成品或加工食品
4347,水果馅,DROP,,,不属于指南允许的基础原生食材类别
4348,一半糯米粉,DROP,,,成品、半成品或加工食品
4349,烟熏甜椒粉,DROP,,,成品、半成品或加工食品
4350,菜馅,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4351,表面水,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4352,怀山药,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4353,姜片干辣椒,DROP,,,调味料不进入基础原生食材表
4354,多少茄子,DROP,,,数量或单位残留且无法可靠恢复原食材
4355,面团全蛋液,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4356,勤劳双手,DROP,,,不属于指南允许的基础原生食材类别
4357,下饭菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4358,蛋黄液鸡蛋,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4359,花果茶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
4360,蛋花汤,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4361,最高水位水,DROP,,,不属于指南允许的基础原生食材类别
4362,羊奶芝士,DROP,,,烘焙或乳制加工食品
4363,夹层水果,DROP,,,不属于指南允许的基础原生食材类别
4364,虾膏,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4365,巧克力夹馅,DROP,,,烘焙或乳制加工食品
4366,泡菜坛子,DROP,,,成品、半成品或加工食品
4367,必须,DROP,,,不属于指南允许的基础原生食材类别
4368,红豆汤,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4369,沙拉菜叶,DROP,,,成品、半成品或加工食品
4370,饮料瓶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
4371,就行猪肉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4372,克中筋面粉,DROP,,,成品、半成品或加工食品
4373,橙味力娇酒,DROP,,,调味料不进入基础原生食材表
4374,戚风蛋糕坯子,DROP,,,烘焙或乳制加工食品
4375,糯米糯米,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4376,快乐,DROP,,,不属于指南允许的基础原生食材类别
4377,椒鸡胸肉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4378,海鹽,DROP,,,不属于指南允许的基础原生食材类别
4379,口味小米辣,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4380,面方便面,DROP,,,成品、半成品或加工食品
4381,圆白菜叶,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4382,炒熟芝麻,DROP,,,工具、包装或操作说明
4383,隔夜剩米饭,DROP,,,成品、半成品或加工食品
4384,马卡龙壳,DROP,,,不属于指南允许的基础原生食材类别
4385,粉蒸肉粉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4386,排骨粉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4387,发酵菌粉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4388,果粉,DROP,,,不属于指南允许的基础原生食材类别
4389,胡萝卜洋葱,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4390,小饼,DROP,,,不属于指南允许的基础原生食材类别
4391,混合水,DROP,,,不属于指南允许的基础原生食材类别
4392,碎屑,DROP,,,不属于指南允许的基础原生食材类别
4393,多少四季豆,DROP,,,数量或单位残留且无法可靠恢复原食材
4394,蟹味棒,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4395,奇亚籽粉,DROP,,,不属于指南允许的基础原生食材类别
4396,柠檬半个,MERGE,22,柠檬,修复数量/单位残留
4397,张百叶,DROP,,,不属于指南允许的基础原生食材类别
4398,香米饭,DROP,,,成品、半成品或加工食品
4399,乳清蛋白,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4400,多葡萄干,DROP,,,成品、半成品或加工食品
4401,和胡萝卜,REVIEW,,,疑似多食材组合，但无法百分之百确认全部组成
4402,烧牛肉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4403,小青辣椒,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4404,自己量面粉,DROP,,,成品、半成品或加工食品
4405,小菠菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4406,插牌,DROP,,,不属于指南允许的基础原生食材类别
4407,食品袋,DROP,,,不属于指南允许的基础原生食材类别
4408,莫吉托,DROP,,,不属于指南允许的基础原生食材类别
4409,干白菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4410,酌量,DROP,,,不属于指南允许的基础原生食材类别
4411,日本小南瓜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4412,情况,DROP,,,不属于指南允许的基础原生食材类别
4413,小羊排,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4414,什么青菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4415,龙口粉丝粉丝,DROP,,,豆制品或淀粉制品（严格模式排除）
4416,意大利香菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4417,碎蔓越莓干,DROP,,,成品、半成品或加工食品
4418,烧烤,DROP,,,不属于指南允许的基础原生食材类别
4419,刷蛋液,DROP,,,工具、包装或操作说明
4420,截藕,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4421,尼芝士,DROP,,,烘焙或乳制加工食品
4422,几碗米饭,DROP,,,成品、半成品或加工食品
4423,爆爆珠,DROP,,,不属于指南允许的基础原生食材类别
4424,多少虾仁,DROP,,,数量或单位残留且无法可靠恢复原食材
4425,泡椒水泡椒,DROP,,,成品、半成品或加工食品
4426,牛奶混合液,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
4427,香酥炸粉,DROP,,,不属于指南允许的基础原生食材类别
4428,浸泡,DROP,,,不属于指南允许的基础原生食材类别
4429,发挥,DROP,,,不属于指南允许的基础原生食材类别
4430,肉食,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4431,生姜切末,REVIEW,,,形态描述存在，但原始食材无法确定
4432,各种大料,DROP,,,不属于指南允许的基础原生食材类别
4433,乳酸菌饮品,DROP,,,成品、半成品或加工食品
4434,和迷迭香,DROP,,,调味料不进入基础原生食材表
4435,牙膏,DROP,,,不属于指南允许的基础原生食材类别
4436,张酥皮,DROP,,,不属于指南允许的基础原生食材类别
4437,果汁饮料,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
4438,发酵乳,DROP,,,不属于指南允许的基础原生食材类别
4439,味食材,DROP,,,不属于指南允许的基础原生食材类别
4440,带叶,DROP,,,不属于指南允许的基础原生食材类别
4441,茶匙可可粉,DROP,,,成品、半成品或加工食品
4442,拉丝奶酪,DROP,,,烘焙或乳制加工食品
4443,面高筋面粉,DROP,,,成品、半成品或加工食品
4444,小圆饼干,DROP,,,烘焙或乳制加工食品
4445,不去皮,DROP,,,不属于指南允许的基础原生食材类别
4446,两个鸡蛋,MERGE,7,鸡蛋,修复数量/单位残留
4447,口味葡萄干,DROP,,,成品、半成品或加工食品
4448,麥片,REVIEW,,,形态描述存在，但原始食材无法确定
4449,茉莉绿茶茶包,DROP,,,不属于指南允许的基础原生食材类别
4450,眼睛,DROP,,,不属于指南允许的基础原生食材类别
4451,辣椒青椒,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4452,土司边,DROP,,,不属于指南允许的基础原生食材类别
4453,也行胡萝卜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4454,芋头芋头,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4455,粉一小袋,DROP,,,不属于指南允许的基础原生食材类别
4456,儿水,DROP,,,不属于指南允许的基础原生食材类别
4457,柠檬粉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4458,饼干胚,DROP,,,烘焙或乳制加工食品
4459,饼干切模,DROP,,,烘焙或乳制加工食品
4460,标准,DROP,,,不属于指南允许的基础原生食材类别
4461,碳酸饮料,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
4462,多少糯米粉,DROP,,,成品、半成品或加工食品
4463,料一小包,DROP,,,不属于指南允许的基础原生食材类别
4464,其他绿叶菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4465,卷心菜叶,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4466,粉低筋面粉,DROP,,,成品、半成品或加工食品
4467,知识,DROP,,,不属于指南允许的基础原生食材类别
4468,刷蛋黄液,DROP,,,工具、包装或操作说明
4469,萝卜胡萝卜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4470,各小米辣,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4471,米饭量大米,DROP,,,成品、半成品或加工食品
4472,嘴巴,DROP,,,不属于指南允许的基础原生食材类别
4473,一台,DROP,,,不属于指南允许的基础原生食材类别
4474,紫薯红薯,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4475,料看图,DROP,,,不属于指南允许的基础原生食材类别
4476,肉即可水,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4477,肉条,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4478,雪花酥,DROP,,,不属于指南允许的基础原生食材类别
4479,华夫饼机,DROP,,,不属于指南允许的基础原生食材类别
4480,水果酸奶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
4481,全部食材,DROP,,,不属于指南允许的基础原生食材类别
4482,芝士夹心,DROP,,,烘焙或乳制加工食品
4483,牛肉香肠,DROP,,,加工肉制品
4484,剪碎,REVIEW,,,形态描述存在，但原始食材无法确定
4485,营养麦片,REVIEW,,,形态描述存在，但原始食材无法确定
4486,青椒红椒黄椒,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4487,面水,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4488,迷迭香百里香,DROP,,,调味料不进入基础原生食材表
4489,后重量,DROP,,,不属于指南允许的基础原生食材类别
4490,剁碎大蒜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4491,蛋糕量,DROP,,,烘焙或乳制加工食品
4492,习惯,DROP,,,不属于指南允许的基础原生食材类别
4493,五谷杂粮粉,DROP,,,不属于指南允许的基础原生食材类别
4494,汁各,DROP,,,不属于指南允许的基础原生食材类别
4495,提前准备,DROP,,,不属于指南允许的基础原生食材类别
4496,冰棍,DROP,,,不属于指南允许的基础原生食材类别
4497,和鸡蛋,REVIEW,,,疑似多食材组合，但无法百分之百确认全部组成
4498,几只鸡腿,MERGE,582,鸡腿,修复数量/单位残留
4499,一个西红柿,MERGE,14,番茄,修复数量/单位残留
4500,新鲜艾叶,DROP,,,不属于指南允许的基础原生食材类别
4501,煲汤,DROP,,,不属于指南允许的基础原生食材类别
4502,垆土山药,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4503,造型意面,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4504,菜青菜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4505,表面鸡蛋液,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4506,辅食,DROP,,,不属于指南允许的基础原生食材类别
4507,魔芋胶,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4508,混合一起,DROP,,,不属于指南允许的基础原生食材类别
4509,白芝麻黑芝麻,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4510,大馄饨,DROP,,,成品、半成品或加工食品
4511,辣度干辣椒,DROP,,,调味料不进入基础原生食材表
4512,植物,DROP,,,不属于指南允许的基础原生食材类别
4513,麦芯小麦粉,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4514,涂抹表面,DROP,,,工具、包装或操作说明
4515,和蔓越莓,REVIEW,,,疑似多食材组合，但无法百分之百确认全部组成
4516,胡萝卜半个,MERGE,6,胡萝卜,修复数量/单位残留
4517,几个鸡翅,MERGE,71,鸡翅,修复数量/单位残留
4518,铁塔,DROP,,,不属于指南允许的基础原生食材类别
4519,一半胡萝卜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4520,拇指大小,DROP,,,不属于指南允许的基础原生食材类别
4521,燕麦米粉,DROP,,,成品、半成品或加工食品
4522,奶油配方,DROP,,,烘焙或乳制加工食品
4523,新鲜米饭,DROP,,,成品、半成品或加工食品
4524,其他果干,DROP,,,成品、半成品或加工食品
4525,面意大利面,DROP,,,成品、半成品或加工食品
4526,干水,DROP,,,不属于指南允许的基础原生食材类别
4527,菌子,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4528,几片白菜,DROP,,,数量或单位残留且无法可靠恢复原食材
4529,浓汤罐头,DROP,,,成品、半成品或加工食品
4530,粉儿,DROP,,,不属于指南允许的基础原生食材类别
4531,粉代替,DROP,,,不属于指南允许的基础原生食材类别
4532,新鲜粽叶,DROP,,,不属于指南允许的基础原生食材类别
4533,冷冻蓝莓,MERGE,55,蓝莓,去除确定的鲜冻/去皮去骨描述
4534,合干,DROP,,,不属于指南允许的基础原生食材类别
4535,多少菠菜,DROP,,,数量或单位残留且无法可靠恢复原食材
4536,来源,DROP,,,不属于指南允许的基础原生食材类别
4537,小母鸡,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4538,就好洋葱,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4539,鱼一条重,DROP,,,数量或单位残留且无法可靠恢复原食材
4540,餐盒,DROP,,,不属于指南允许的基础原生食材类别
4541,溶液,DROP,,,不属于指南允许的基础原生食材类别
4542,了白芝麻,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4543,来定,DROP,,,不属于指南允许的基础原生食材类别
4544,儿洋葱,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4545,饼饺子皮,DROP,,,成品、半成品或加工食品
4546,准备好,DROP,,,不属于指南允许的基础原生食材类别
4547,肉切片,REVIEW,,,形态描述存在，但原始食材无法确定
4548,和干辣椒,DROP,,,调味料不进入基础原生食材表
4549,冰糕,DROP,,,不属于指南允许的基础原生食材类别
4550,香菇切丝,REVIEW,,,形态描述存在，但原始食材无法确定
4551,所需原料,DROP,,,不属于指南允许的基础原生食材类别
4552,长胡萝卜,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4553,鱼类,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4554,植物蛋白,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4555,黑木耳泡发,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4556,压碎,REVIEW,,,形态描述存在，但原始食材无法确定
4557,了酸奶,DROP,,,饮料、酒类或乳制品不属于本版核心原生食材
4558,肉松肉松,DROP,,,加工肉制品
4559,新鲜大蒜,MERGE,2,蒜,去除确定的鲜冻/去皮去骨描述
4560,香草香料,REVIEW,,,可能是原生食材，但频次、命名或类别证据不足
4561,小汤勺,DROP,,,不属于指南允许的基础原生食材类别
4562,色巧克力豆,DROP,,,烘焙或乳制加工食品
