id,calendar_id,level,time_name,season,category,name,note,recommendation_reason,source,entity_type,catalog_ingredient_id,core_ingredient_id,match_status
SF0275,月份-07,月份,7月,夏,蔬菜,毛豆,,,用户参考,ingredient,129,129,core_exact
SF0276,月份-07,月份,7月,夏,蔬菜,辣椒,,,用户参考,ingredient,17,17,core_exact
SF0277,月份-07,月份,7月,夏,蔬菜,土豆,,,用户参考,ingredient,12,12,core_exact
SF0278,月份-07,月份,7月,夏,蔬菜,卷心菜,,,用户参考,ingredient,76,76,core_exact
SF0279,月份-08,月份,8月,夏,水果,西瓜,,,用户参考,ingredient,160,160,core_exact
SF0280,月份-08,月份,8月,夏,水果,水蜜桃,,,用户参考,ingredient,224,224,core_exact
SF0281,月份-08,月份,8月,夏,水果,哈密瓜,,,用户参考,ingredient,240,240,core_exact
SF0282,月份-08,月份,8月,夏,水果,榴莲,,,用户参考,ingredient,196,196,core_exact
SF0283,月份-08,月份,8月,夏,水果,葡萄,,,用户参考,ingredient,124,124,core_exact
SF0284,月份-08,月份,8月,夏,水果,石榴,,,用户参考,ingredient,314,314,core_exact
SF0285,月份-08,月份,8月,夏,水果,梨,早熟,,用户参考,ingredient,3899,,catalog_exact
SF0286,月份-08,月份,8月,夏,水果,冬枣,,,用户参考,ingredient,520,520,core_exact
SF0287,月份-08,月份,8月,夏,水果,龙眼,,,用户参考,ingredient,8087,,seasonal_catalog
SF0288,月份-08,月份,8月,夏,蔬菜,冬瓜,,,用户参考,ingredient,108,108,core_exact
SF0289,月份-08,月份,8月,夏,蔬菜,丝瓜,,,用户参考,ingredient,254,254,core_exact
SF0290,月份-08,月份,8月,夏,蔬菜,苦瓜,,,用户参考,ingredient,265,265,core_exact
SF0291,月份-08,月份,8月,夏,蔬菜,茄子,,,用户参考,ingredient,110,110,core_exact
SF0292,月份-08,月份,8月,夏,蔬菜,豇豆,,,用户参考,ingredient,151,151,core_exact
SF0293,月份-08,月份,8月,夏,蔬菜,扁豆,,,用户参考,ingredient,227,227,core_exact
SF0294,月份-08,月份,8月,夏,蔬菜,空心菜,,,用户参考,ingredient,264,264,core_exact
SF0295,月份-08,月份,8月,夏,蔬菜,毛豆,,,用户参考,ingredient,129,129,core_exact
SF0296,月份-08,月份,8月,夏,蔬菜,辣椒,,,用户参考,ingredient,17,17,core_exact
SF0297,月份-08,月份,8月,夏,蔬菜,南瓜,,,用户参考,ingredient,30,30,core_exact
SF0298,月份-08,月份,8月,夏,蔬菜,土豆,,,用户参考,ingredient,12,12,core_exact
SF0299,月份-08,月份,8月,夏,蔬菜,卷心菜,,,用户参考,ingredient,76,76,core_exact
SF0300,月份-08,月份,8月,夏,蔬菜,青菜,,,用户参考,ingredient,7365,,catalog_exact
SF0301,月份-09,月份,9月,秋,水果,葡萄,,,用户参考,ingredient,124,124,core_exact
SF0302,月份-09,月份,9月,秋,水果,石榴,,,用户参考,ingredient,314,314,core_exact
SF0303,月份-09,月份,9月,秋,水果,梨,,,用户参考,ingredient,3899,,catalog_exact
SF0304,月份-09,月份,9月,秋,水果,哈密瓜,,,用户参考,ingredient,240,240,core_exact
SF0305,月份-09,月份,9月,秋,水果,柚子,,,用户参考,ingredient,223,223,core_exact
SF0306,月份-09,月份,9月,秋,水果,柿子,,,用户参考,ingredient,3855,,catalog_exact
SF0307,月份-09,月份,9月,秋,水果,山楂,,,用户参考,ingredient,3019,,catalog_exact
SF0308,月份-09,月份,9月,秋,水果,冬枣,,,用户参考,ingredient,520,520,core_exact
SF0309,月份-09,月份,9月,秋,蔬菜,冬瓜,,,用户参考,ingredient,108,108,core_exact
SF0310,月份-09,月份,9月,秋,蔬菜,丝瓜,,,用户参考,ingredient,254,254,core_exact
SF0311,月份-09,月份,9月,秋,蔬菜,毛豆,,,用户参考,ingredient,129,129,core_exact
SF0312,月份-09,月份,9月,秋,蔬菜,豇豆,,,用户参考,ingredient,151,151,core_exact
SF0313,月份-09,月份,9月,秋,蔬菜,茄子,,,用户参考,ingredient,110,110,core_exact
SF0314,月份-09,月份,9月,秋,蔬菜,辣椒,,,用户参考,ingredient,17,17,core_exact
SF0315,月份-09,月份,9月,秋,蔬菜,芋头,,,用户参考,ingredient,73,73,core_exact
SF0316,月份-09,月份,9月,秋,蔬菜,茭白,,,用户参考,ingredient,362,362,core_exact
SF0317,月份-09,月份,9月,秋,蔬菜,莲藕,,,用户参考,ingredient,96,96,core_exact
SF0318,月份-09,月份,9月,秋,蔬菜,山药,,,用户参考,ingredient,85,85,core_exact
SF0319,月份-09,月份,9月,秋,蔬菜,秋葵,,,用户参考,ingredient,142,142,core_exact
SF0320,月份-09,月份,9月,秋,蔬菜,白萝卜,,,用户参考,ingredient,63,63,core_exact
SF0321,月份-09,月份,9月,秋,蔬菜,大白菜,,,用户参考,ingredient,158,158,core_exact
SF0322,月份-09,月份,9月,秋,蔬菜,卷心菜,,,用户参考,ingredient,76,76,core_exact
SF0323,月份-10,月份,10月,秋,水果,苹果,,,用户参考,ingredient,56,56,core_exact
SF0324,月份-10,月份,10月,秋,水果,梨,,,用户参考,ingredient,3899,,catalog_exact
SF0325,月份-10,月份,10月,秋,水果,石榴,,,用户参考,ingredient,314,314,core_exact
SF0326,月份-10,月份,10月,秋,水果,柿子,,,用户参考,ingredient,3855,,catalog_exact
SF0327,月份-10,月份,10月,秋,水果,葡萄,晚熟,,用户参考,ingredient,124,124,core_exact
SF0328,月份-10,月份,10月,秋,水果,猕猴桃,,,用户参考,ingredient,166,166,core_exact
SF0329,月份-10,月份,10月,秋,水果,柑橘,,,用户参考,ingredient,8067,,seasonal_catalog
SF0330,月份-10,月份,10月,秋,水果,橙子,,,用户参考,ingredient,154,154,core_exact
SF0331,月份-10,月份,10月,秋,水果,甘蔗,,,用户参考,ingredient,8070,,seasonal_catalog
SF0332,月份-10,月份,10月,秋,水果,冬枣,尾季,,用户参考,ingredient,520,520,core_exact
SF0333,月份-10,月份,10月,秋,蔬菜,大白菜,,,用户参考,ingredient,158,158,core_exact
SF0334,月份-10,月份,10月,秋,蔬菜,白萝卜,,,用户参考,ingredient,63,63,core_exact
SF0335,月份-10,月份,10月,秋,蔬菜,芋头,,,用户参考,ingredient,73,73,core_exact
SF0336,月份-10,月份,10月,秋,蔬菜,茭白,,,用户参考,ingredient,362,362,core_exact
SF0337,月份-10,月份,10月,秋,蔬菜,莲藕,,,用户参考,ingredient,96,96,core_exact
SF0338,月份-10,月份,10月,秋,蔬菜,山药,,,用户参考,ingredient,85,85,core_exact
SF0339,月份-10,月份,10月,秋,蔬菜,花菜,,,用户参考,ingredient,130,130,core_exact
SF0340,月份-10,月份,10月,秋,蔬菜,西兰花,,,用户参考,ingredient,53,53,core_exact
SF0341,月份-10,月份,10月,秋,蔬菜,生菜,,,用户参考,ingredient,31,31,core_exact
SF0342,月份-10,月份,10月,秋,蔬菜,菠菜,,,用户参考,ingredient,40,40,core_exact
SF0343,月份-10,月份,10月,秋,蔬菜,芹菜,,,用户参考,ingredient,27,27,core_exact
SF0344,月份-10,月份,10月,秋,蔬菜,卷心菜,,,用户参考,ingredient,76,76,core_exact
SF0345,月份-10,月份,10月,秋,蔬菜,茼蒿,,,用户参考,ingredient,257,257,core_exact
SF0346,月份-11,月份,11月,秋,水果,苹果,,,用户参考,ingredient,56,56,core_exact
SF0347,月份-11,月份,11月,秋,水果,梨,,,用户参考,ingredient,3899,,catalog_exact
SF0348,月份-11,月份,11月,秋,水果,柚子,,,用户参考,ingredient,223,223,core_exact
SF0349,月份-11,月份,11月,秋,水果,柿子,,,用户参考,ingredient,3855,,catalog_exact
SF0350,月份-11,月份,11月,秋,水果,山楂,,,用户参考,ingredient,3019,,catalog_exact
SF0351,月份-11,月份,11月,秋,水果,猕猴桃,,,用户参考,ingredient,166,166,core_exact
SF0352,月份-11,月份,11月,秋,水果,甘蔗,,,用户参考,ingredient,8070,,seasonal_catalog
SF0353,月份-11,月份,11月,秋,水果,脐橙,,,用户参考,ingredient,8074,,seasonal_catalog
SF0354,月份-11,月份,11月,秋,水果,皇帝柑,,,用户参考,ingredient,8072,,seasonal_catalog
SF0355,月份-11,月份,11月,秋,水果,草莓,大棚初上市,,用户参考,ingredient,43,43,core_exact
SF0356,月份-11,月份,11月,秋,水果,荸荠,,,用户参考,ingredient,302,302,core_exact
SF0357,月份-11,月份,11月,秋,蔬菜,大白菜,,,用户参考,ingredient,158,158,core_exact
SF0358,月份-11,月份,11月,秋,蔬菜,白萝卜,,,用户参考,ingredient,63,63,core_exact
SF0359,月份-11,月份,11月,秋,蔬菜,莴笋,,,用户参考,ingredient,145,145,core_exact
SF0360,月份-11,月份,11月,秋,蔬菜,花菜,,,用户参考,ingredient,130,130,core_exact
SF0361,月份-11,月份,11月,秋,蔬菜,西兰花,,,用户参考,ingredient,53,53,core_exact
SF0362,月份-11,月份,11月,秋,蔬菜,荠菜,,,用户参考,ingredient,266,266,core_exact
SF0363,月份-11,月份,11月,秋,蔬菜,草头,,,用户参考,ingredient,511,511,core_exact
SF0364,月份-11,月份,11月,秋,蔬菜,生菜,,,用户参考,ingredient,31,31,core_exact
SF0365,月份-11,月份,11月,秋,蔬菜,茨菇,,,用户参考,ingredient,6174,,catalog_exact
SF0366,月份-11,月份,11月,秋,蔬菜,青蒜,,,用户参考,ingredient,115,115,core_exact
SF0367,月份-11,月份,11月,秋,蔬菜,菠菜,,,用户参考,ingredient,40,40,core_exact
SF0368,月份-11,月份,11月,秋,蔬菜,芹菜,,,用户参考,ingredient,27,27,core_exact
SF0369,月份-11,月份,11月,秋,蔬菜,卷心菜,,,用户参考,ingredient,76,76,core_exact
SF0370,月份-12,月份,12月,冬,水果,砂糖橘,,,用户参考,ingredient,8073,,seasonal_catalog
SF0371,月份-12,月份,12月,冬,水果,沃柑,,,用户参考,ingredient,8068,,seasonal_catalog
SF0372,月份-12,月份,12月,冬,水果,赣南脐橙,,,用户参考,ingredient,8081,,seasonal_catalog
SF0373,月份-12,月份,12月,冬,水果,猕猴桃,,,用户参考,ingredient,166,166,core_exact
SF0374,月份-12,月份,12月,冬,水果,山楂,,,用户参考,ingredient,3019,,catalog_exact
SF0375,月份-12,月份,12月,冬,水果,甘蔗,,,用户参考,ingredient,8070,,seasonal_catalog
SF0376,月份-12,月份,12月,冬,水果,草莓,大棚,,用户参考,ingredient,43,43,core_exact
SF0377,月份-12,月份,12月,冬,水果,车厘子,进口,,用户参考,ingredient,8082,,seasonal_catalog
SF0378,月份-12,月份,12月,冬,水果,金桔,,,用户参考,ingredient,7174,,catalog_exact
SF0379,月份-12,月份,12月,冬,水果,释迦,,,用户参考,ingredient,8083,,seasonal_catalog
SF0380,月份-12,月份,12月,冬,蔬菜,大白菜,,,用户参考,ingredient,158,158,core_exact
SF0381,月份-12,月份,12月,冬,蔬菜,白萝卜,,,用户参考,ingredient,63,63,core_exact
SF0382,月份-12,月份,12月,冬,蔬菜,塌菜,,,用户参考,ingredient,8064,,seasonal_catalog
SF0383,月份-12,月份,12月,冬,蔬菜,荠菜,,,用户参考,ingredient,266,266,core_exact
SF0384,月份-12,月份,12月,冬,蔬菜,茨菇,,,用户参考,ingredient,6174,,catalog_exact
SF0385,月份-12,月份,12月,冬,蔬菜,花菜,,,用户参考,ingredient,130,130,core_exact
SF0386,月份-12,月份,12月,冬,蔬菜,菠菜,,,用户参考,ingredient,40,40,core_exact
SF0387,月份-12,月份,12月,冬,蔬菜,芹菜,,,用户参考,ingredient,27,27,core_exact
SF0388,月份-12,月份,12月,冬,蔬菜,卷心菜,,,用户参考,ingredient,76,76,core_exact
SF0389,月份-12,月份,12月,冬,蔬菜,香菇,,,用户参考,ingredient,23,23,core_exact
SF0390,月份-12,月份,12月,冬,蔬菜,胡萝卜,,,用户参考,ingredient,6,6,core_exact
SF0391,节日-七夕节,节日,七夕节,秋,菜品,巧果,,,常识草稿,dish_keyword,,,unmatched_dish_keyword
SF0392,节日-七夕节,节日,七夕节,秋,菜品,面食,,,常识草稿,dish_keyword,,,unmatched_dish_keyword
SF0393,节日-中元节,节日,中元节,秋,食材,鸭子,,,常识草稿,ingredient,7840,,catalog_exact
SF0394,节日-中秋节,节日,中秋节,秋,菜品,月饼,,,常识草稿,dish_keyword,,,dish_title_keyword
SF0395,节日-中秋节,节日,中秋节,秋,食材,螃蟹,,,常识草稿,ingredient,292,292,core_exact
SF0396,节日-中秋节,节日,中秋节,秋,食材,芋头,,,常识草稿,ingredient,73,73,core_exact
SF0397,节日-中秋节,节日,中秋节,秋,食材,桂花,,,常识草稿,ingredient,3874,,catalog_exact
SF0398,节日-元宵节,节日,元宵节,春,菜品,汤圆,,,常识草稿,ingredient,4076,,catalog_exact
SF0399,节日-元宵节,节日,元宵节,春,菜品,元宵,,,常识草稿,dish_keyword,,,unmatched_dish_keyword
SF0400,节日-寒食节,节日,寒食节,春,菜品,青团,,,常识草稿,dish_keyword,,,dish_title_keyword
SF0401,节日-小年,节日,小年,冬,菜品,糖瓜,,,常识草稿,dish_keyword,,,unmatched_dish_keyword
SF0402,节日-小年,节日,小年,冬,菜品,饺子,,,常识草稿,ingredient,7506,,catalog_exact
SF0403,节日-春节,节日,春节,春,菜品,饺子,,,常识草稿,ingredient,7506,,catalog_exact
SF0404,节日-春节,节日,春节,春,菜品,年糕,,,常识草稿,ingredient,3209,,catalog_exact
SF0405,节日-春节,节日,春节,春,食材,鱼,,,常识草稿,ingredient,7648,,catalog_exact
SF0406,节日-端午节,节日,端午节,夏,菜品,粽子,,,常识草稿,dish_keyword,,,dish_title_keyword
SF0407,节日-端午节,节日,端午节,夏,食材,艾草,,,常识草稿,ingredient,8075,,seasonal_catalog
SF0408,节日-腊八节,节日,腊八节,冬,菜品,腊八粥,,,常识草稿,dish_keyword,,,dish_title_keyword
SF0409,节日-腊八节,节日,腊八节,冬,菜品,腊八蒜,,,常识草稿,ingredient,5928,,catalog_exact
SF0410,节日-重阳节,节日,重阳节,秋,食材,菊花,,,常识草稿,ingredient,8077,,seasonal_catalog
SF0411,节日-重阳节,节日,重阳节,秋,菜品,重阳糕,,,常识草稿,dish_keyword,,,unmatched_dish_keyword
SF0412,节日-除夕,节日,除夕,冬,菜品,饺子,,,常识草稿,ingredient,7506,,catalog_exact
SF0413,节日-除夕,节日,除夕,冬,食材,鱼,,,常识草稿,ingredient,7648,,catalog_exact
SF0414,节日-除夕,节日,除夕,冬,菜品,年糕,,,常识草稿,ingredient,3209,,catalog_exact
SF0415,节日-龙抬头,节日,龙抬头,春,菜品,春饼,,,常识草稿,ingredient,3675,,catalog_exact
SF0416,节日-龙抬头,节日,龙抬头,春,食材,猪头肉,,,常识草稿,ingredient,4748,,catalog_exact
SF0417,节日-龙抬头,节日,龙抬头,春,菜品,龙须面,,,常识草稿,dish_keyword,,,unmatched_dish_keyword
SF0418,节气-冬至,节气,冬至,冬,食材,黑米,,暖呼呼的黑色补肾米,用户参考,ingredient,102,102,core_exact
SF0419,节气-冬至,节气,冬至,冬,食材,茼蒿,,迷魂香气征服各式火锅,用户参考,ingredient,257,257,core_exact
SF0420,节气-冬至,节气,冬至,冬,食材,大白菜,,围炉煲汤的翠玉佳蔬,用户参考,ingredient,158,158,core_exact
SF0421,节气-冬至,节气,冬至,冬,食材,橙子,,黄澄澄的佳果老少咸宜,用户参考,ingredient,154,154,core_exact
SF0422,节气-冬至,节气,冬至,冬,菜品,饺子,,冬至吃饺子,用户参考,ingredient,7506,,catalog_exact
SF0423,节气-处暑,节气,处暑,秋,食材,牛奶,,温温一杯暖胃顾睡眠,用户参考,ingredient,4663,,catalog_exact
SF0424,节气-处暑,节气,处暑,秋,食材,甘蔗,,齿颊留香的铁质仓库,用户参考,ingredient,8070,,seasonal_catalog
SF0425,节气-处暑,节气,处暑,秋,食材,龙眼,,补血降虚火还你好血气,用户参考,ingredient,8087,,seasonal_catalog
SF0426,节气-处暑,节气,处暑,秋,食材,银耳,,延年益寿的长生不老药,用户参考,ingredient,107,107,core_exact
SF0427,节气-处暑,节气,处暑,秋,菜品,鸭子,,处暑吃鸭子,用户参考,ingredient,7840,,catalog_exact
SF0428,节气-夏至,节气,夏至,夏,食材,冬瓜,,名不副实的仲夏夜瓜瓜,用户参考,ingredient,108,108,core_exact
SF0429,节气-夏至,节气,夏至,夏,食材,莲子,,脑力工作者的补脑灵丹,用户参考,ingredient,122,122,core_exact
SF0430,节气-夏至,节气,夏至,夏,食材,芒果,,艳阳下的甜滋滋红宝石,用户参考,ingredient,42,42,core_exact
SF0431,节气-夏至,节气,夏至,夏,食材,菠萝,,热带水果王好运旺旺来,用户参考,ingredient,67,67,core_exact
SF0432,节气-夏至,节气,夏至,夏,食材,榴莲,,黯然销魂的独特难忘气味,用户参考,ingredient,196,196,core_exact
SF0433,节气-夏至,节气,夏至,夏,菜品,面,,夏至吃面,用户参考,ingredient,7390,,catalog_exact
SF0434,节气-大寒,节气,大寒,冬,食材,葱,,杀灭人体坏菌驱散寒气,用户参考,ingredient,1,1,core_exact
SF0435,节气-大寒,节气,大寒,冬,食材,四季豆,,老饕私藏菜俘虏你味蕾,用户参考,ingredient,136,136,core_exact
SF0436,节气-大寒,节气,大寒,冬,食材,土豆,,诸神的营养冬之礼,用户参考,ingredient,12,12,core_exact
SF0437,节气-大寒,节气,大寒,冬,食材,红豆,,寄托食欲之冬的相思,用户参考,ingredient,54,54,core_exact
SF0438,节气-大寒,节气,大寒,冬,菜品,年糕,,大寒吃年糕,用户参考,ingredient,3209,,catalog_exact
SF0439,节气-大暑,节气,大暑,夏,食材,苦瓜,,吃苦吃补的降血糖蔬食,用户参考,ingredient,265,265,core_exact
SF0440,节气-大暑,节气,大暑,夏,食材,荔枝,,妃子也疯狂的炎夏珍珠,用户参考,ingredient,233,233,core_exact
SF0441,节气-大暑,节气,大暑,夏,食材,西瓜,,无它不夏天的解暑良品,用户参考,ingredient,160,160,core_exact
SF0442,节气-大暑,节气,大暑,夏,食材,鸭肉,,肥美多汁的优质蛋白质,用户参考,ingredient,242,242,core_exact
SF0443,节气-大暑,节气,大暑,夏,菜品,仙草,,大暑吃仙草,用户参考,dish_keyword,,,unmatched_dish_keyword
SF0444,节气-大雪,节气,大雪,冬,食材,白萝卜,,平民老百姓的养气人参,用户参考,ingredient,63,63,core_exact
SF0445,节气-大雪,节气,大雪,冬,食材,橄榄,,轻轻品嚼苦涩也变得清甜,用户参考,ingredient,213,213,core_exact
SF0446,节气-大雪,节气,大雪,冬,食材,橘子,,烤过入口增添几分暖意,用户参考,ingredient,214,214,core_exact
SF0447,节气-大雪,节气,大雪,冬,食材,牛肉,,暖胃补益提高机体抗病力,用户参考,ingredient,8,8,core_exact
SF0448,节气-大雪,节气,大雪,冬,菜品,粥,,大雪喝粥,用户参考,dish_keyword,,,dish_title_keyword
SF0449,节气-寒露,节气,寒露,秋,食材,杏仁,,白色系食材为养肺首选,用户参考,ingredient,25,25,core_exact
SF0450,节气-寒露,节气,寒露,秋,食材,猕猴桃,,秋愁浓浓的微酸小清新,用户参考,ingredient,166,166,core_exact
SF0451,节气-寒露,节气,寒露,秋,食材,覆盆子,,壮阳滋阴的男女瑰宝,用户参考,ingredient,8080,,seasonal_catalog
SF0452,节气-寒露,节气,寒露,秋,食材,秀珍菇,,秋日快烹的下饭好菇到,用户参考,ingredient,5350,,catalog_exact
SF0453,节气-寒露,节气,寒露,秋,食材,草虾,,当季最鲜美疗愈大海味,用户参考,ingredient,501,501,core_exact
SF0454,节气-寒露,节气,寒露,秋,菜品,芝麻,,寒露吃芝麻,用户参考,ingredient,26,26,core_exact
SF0455,节气-小寒,节气,小寒,冬,食材,葵花籽,,多多吃防止手脚皮肤干裂,用户参考,ingredient,8079,,seasonal_catalog
SF0456,节气-小寒,节气,小寒,冬,食材,黑豆,,冬季刮起的黑色养生旋风,用户参考,ingredient,139,139,core_exact
SF0457,节气-小寒,节气,小寒,冬,食材,鲫鱼,,清蒸或炖汤的补益鲜鱼,用户参考,ingredient,126,126,core_exact
SF0458,节气-小寒,节气,小寒,冬,食材,羊肉,,眩晕冬季的贫血补充剂,用户参考,ingredient,58,58,core_exact
SF0459,节气-小寒,节气,小寒,冬,菜品,腊八粥,,小寒喝腊八粥,用户参考,dish_keyword,,,dish_title_keyword
SF0460,节气-小暑,节气,小暑,夏,食材,南瓜,,饱含营养素的绵密果肉,用户参考,ingredient,30,30,core_exact
SF0461,节气-小暑,节气,小暑,夏,食材,丝瓜,,棚架下垂吊的成长日记,用户参考,ingredient,254,254,core_exact
SF0462,节气-小暑,节气,小暑,夏,食材,黄花菜,,从生鲜到干燥都好好食,用户参考,ingredient,153,153,core_exact
SF0463,节气-小暑,节气,小暑,夏,食材,桃子,,猴屁股一般的形状很讨喜,用户参考,ingredient,267,267,core_exact
SF0464,节气-小暑,节气,小暑,夏,食材,鳝鱼,,夏季吃鳝鱼胜过补人参,用户参考,ingredient,533,533,core_exact
SF0465,节气-小暑,节气,小暑,夏,菜品,新米,,小暑食新米,用户参考,dish_keyword,,,unmatched_dish_keyword
SF0466,节气-小满,节气,小满,夏,食材,苋菜,,高铁高钙的长寿叶菜,用户参考,ingredient,327,327,core_exact
SF0467,节气-小满,节气,小满,夏,食材,青椒,,小灯笼加速脂肪的燃烧,用户参考,ingredient,11,11,core_exact
SF0468,节气-小满,节气,小满,夏,食材,桑葚,,恣意享受田园好风情,用户参考,ingredient,303,303,core_exact
SF0469,节气-小满,节气,小满,夏,食材,绿豆,,夏日消暑的必备第一品,用户参考,ingredient,94,94,core_exact
SF0470,节气-小满,节气,小满,夏,菜品,苦菜,,小满吃苦菜,用户参考,ingredient,556,556,core_exact
SF0471,节气-小雪,节气,小雪,冬,食材,芥菜,,将岁末的福气腌起来保存,用户参考,ingredient,256,256,core_exact
SF0472,节气-小雪,节气,小雪,冬,食材,荸荠,,蔬菜水果傻傻分不清楚,用户参考,ingredient,302,302,core_exact
SF0473,节气-小雪,节气,小雪,冬,食材,木耳,,打通血液堵塞的清道夫,用户参考,ingredient,33,33,core_exact
SF0474,节气-小雪,节气,小雪,冬,食材,核桃,,增加记忆力的护脑长寿果,用户参考,ingredient,38,38,core_exact
SF0475,节气-小雪,节气,小雪,冬,菜品,腊肉,,小雪吃腊肉,用户参考,ingredient,5933,,catalog_exact
SF0476,节气-惊蛰,节气,惊蛰,春,食材,胡萝卜,,打造明亮的双眸招蜂引蝶,用户参考,ingredient,6,6,core_exact
SF0477,节气-惊蛰,节气,惊蛰,春,食材,菜花,,通便宽肠的免疫力好帮手,用户参考,ingredient,208,208,core_exact
SF0478,节气-惊蛰,节气,惊蛰,春,食材,小白菜,,深绿色蔬菜是养肝救星,用户参考,ingredient,137,137,core_exact
SF0479,节气-惊蛰,节气,惊蛰,春,食材,开心果,,喜上眉梢免惊春雷隆隆响,用户参考,ingredient,175,175,core_exact
SF0480,节气-惊蛰,节气,惊蛰,春,菜品,驴打滚,,惊蛰吃驴打滚,用户参考,dish_keyword,,,unmatched_dish_keyword
SF0481,节气-春分,节气,春分,春,食材,菠菜,,大力水手的超级能量罐头,用户参考,ingredient,40,40,core_exact
SF0482,节气-春分,节气,春分,春,食材,荠菜,,越嚼越顺口的护生野草,用户参考,ingredient,266,266,core_exact
SF0483,节气-春分,节气,春分,春,食材,豌豆,,咬一口春天的鲜嫩感,用户参考,ingredient,60,60,core_exact
SF0484,节气-春分,节气,春分,春,食材,蚕豆,,健脑补钙聪明一整年,用户参考,ingredient,284,284,core_exact
SF0485,节气-春分,节气,春分,春,菜品,春菜,,春分吃春菜,用户参考,ingredient,3673,,catalog_exact
SF0486,节气-清明,节气,清明,春,食材,小米,,为迎接春神煮上一锅粥,用户参考,ingredient,127,127,core_exact
SF0487,节气-清明,节气,清明,春,食材,香蕉,,许你快乐情绪雨季不忧郁,用户参考,ingredient,61,61,core_exact
SF0488,节气-清明,节气,清明,春,食材,菊花,,清肝明目养生菊花香,用户参考,ingredient,8077,,seasonal_catalog
SF0489,节气-清明,节气,清明,春,食材,蒜薹,,自然赠予的天然抗生素,用户参考,ingredient,258,258,core_exact
SF0490,节气-清明,节气,清明,春,菜品,青团,,清明吃青团,用户参考,dish_keyword,,,dish_title_keyword
SF0491,节气-白露,节气,白露,秋,食材,大米,,五谷丰登之收获好时节,用户参考,ingredient,20,20,core_exact
SF0492,节气-白露,节气,白露,秋,食材,木瓜,,养颜丰胸的百搭水果,用户参考,ingredient,195,195,core_exact
SF0493,节气-白露,节气,白露,秋,食材,葡萄,,皇家后院种的万能灵药,用户参考,ingredient,124,124,core_exact
SF0494,节气-白露,节气,白露,秋,食材,柚子,,中秋节烤肉的抗癌好物,用户参考,ingredient,223,223,core_exact
SF0495,节气-白露,节气,白露,秋,菜品,米酒,,白露饮米酒,用户参考,ingredient,5431,,catalog_exact
SF0496,节气-秋分,节气,秋分,秋,食材,芋头,,入口即化的优良淀粉,用户参考,ingredient,73,73,core_exact
SF0497,节气-秋分,节气,秋分,秋,食材,山药,,改善秋燥的补益中药材,用户参考,ingredient,85,85,core_exact
SF0498,节气-秋分,节气,秋分,秋,食材,莲藕,,药食同源一身都是宝,用户参考,ingredient,96,96,core_exact
SF0499,节气-秋分,节气,秋分,秋,食材,香菇,,养生风潮下的热门话题,用户参考,ingredient,23,23,core_exact
SF0500,节气-秋分,节气,秋分,秋,食材,芝麻,,银发族的保健处方,用户参考,ingredient,26,26,core_exact
SF0501,节气-秋分,节气,秋分,秋,菜品,芋饼,,秋分吃芋饼,用户参考,dish_keyword,,,unmatched_dish_keyword
SF0502,节气-立冬,节气,立冬,冬,食材,紫米,,温粥进补强身不畏寒,用户参考,ingredient,219,219,core_exact
SF0503,节气-立冬,节气,立冬,冬,食材,海参,,海中珍品抵御寒冷来袭,用户参考,ingredient,189,189,core_exact
SF0504,节气-立冬,节气,立冬,冬,食材,栗子,,路边摊弥漫的爆炒焦香味,用户参考,ingredient,116,116,core_exact
SF0505,节气-立冬,节气,立冬,冬,食材,松子,,不饱和脂肪酸代谢脑废物,用户参考,ingredient,190,190,core_exact
SF0506,节气-立冬,节气,立冬,冬,菜品,鸡汤,,立冬喝鸡汤,用户参考,ingredient,7776,,catalog_exact
SF0507,节气-立夏,节气,立夏,夏,食材,莴笋,,解油腻的清爽沙拉拍档,用户参考,ingredient,145,145,core_exact
SF0508,节气-立夏,节气,立夏,夏,食材,薏米,,盛夏时光和水肿说拜拜,用户参考,ingredient,128,128,core_exact
SF0509,节气-立夏,节气,立夏,夏,食材,椰子,,国境之南的解暑饮品,用户参考,ingredient,170,170,core_exact
SF0510,节气-立夏,节气,立夏,夏,食材,空心菜,,降火气的食物中毒克星,用户参考,ingredient,264,264,core_exact
SF0511,节气-立夏,节气,立夏,夏,菜品,鸭蛋,,立夏吃鸭蛋,用户参考,ingredient,243,243,core_exact
SF0512,节气-立春,节气,立春,春,食材,洋葱,,春季抗敏感的健康好食材,用户参考,ingredient,5,5,core_exact
SF0513,节气-立春,节气,立春,春,食材,芹菜,,盐巴减量的天然佐料菜,用户参考,ingredient,27,27,core_exact
SF0514,节气-立春,节气,立春,春,食材,樱桃,,属于春天的粉红色气息,用户参考,ingredient,135,135,core_exact
SF0515,节气-立春,节气,立春,春,食材,草莓,,红通通的女孩儿养颜圣品,用户参考,ingredient,43,43,core_exact
SF0516,节气-立春,节气,立春,春,菜品,春卷,,立春吃春卷,用户参考,dish_keyword,,,dish_title_keyword
SF0517,节气-立秋,节气,立秋,秋,食材,茄子,,秋季食疗养生第一蔬,用户参考,ingredient,110,110,core_exact
SF0518,节气-立秋,节气,立秋,秋,食材,红薯,,落叶土窑体验童年回忆,用户参考,ingredient,28,28,core_exact
SF0519,节气-立秋,节气,立秋,秋,食材,梨,,止咳化痰的润肺矿泉水,用户参考,ingredient,3899,,catalog_exact
