id,calendar_id,seasonal_food_id,time_name,level,season,category,name,content,source,knowledge_type
KB0183,月份-02,SF0173,2月,月份,冬,水果,甘蔗,2月的应季水果有甘蔗。,用户参考,food
KB0184,月份-02,SF0174,2月,月份,冬,蔬菜,大白菜,2月的应季蔬菜有大白菜。,用户参考,food
KB0185,月份-02,SF0175,2月,月份,冬,蔬菜,小白菜,2月的应季蔬菜有小白菜。,用户参考,food
KB0186,月份-02,SF0176,2月,月份,冬,蔬菜,菠菜,2月的应季蔬菜有菠菜。,用户参考,food
KB0187,月份-02,SF0177,2月,月份,冬,蔬菜,芹菜,2月的应季蔬菜有芹菜。,用户参考,food
KB0188,月份-02,SF0178,2月,月份,冬,蔬菜,菜心,2月的应季蔬菜有菜心。,用户参考,food
KB0189,月份-02,SF0179,2月,月份,冬,蔬菜,卷心菜,2月的应季蔬菜有卷心菜。,用户参考,food
KB0190,月份-02,SF0180,2月,月份,冬,蔬菜,荠菜,2月的应季蔬菜有荠菜。,用户参考,food
KB0191,月份-02,SF0181,2月,月份,冬,蔬菜,生菜,2月的应季蔬菜有生菜。,用户参考,food
KB0192,月份-02,,2月,月份,冬,水果汇总,2月的水果,2月的应季水果共 6 种：砂糖橘、沃柑、赣南脐橙、猕猴桃、山楂、甘蔗。,用户参考,summary
KB0193,月份-02,,2月,月份,冬,蔬菜汇总,2月的蔬菜,2月的应季蔬菜共 8 种：大白菜、小白菜、菠菜、芹菜、菜心、卷心菜、荠菜、生菜。,用户参考,summary
KB0194,月份-03,SF0182,3月,月份,春,水果,草莓,3月的应季水果有草莓（尾季）。,用户参考,food
KB0195,月份-03,SF0183,3月,月份,春,水果,芒果,3月的应季水果有芒果（海南/广西早熟）。,用户参考,food
KB0196,月份-03,SF0184,3月,月份,春,水果,枇杷,3月的应季水果有枇杷。,用户参考,food
KB0197,月份-03,SF0185,3月,月份,春,水果,桑葚,3月的应季水果有桑葚。,用户参考,food
KB0198,月份-03,SF0186,3月,月份,春,水果,菠萝,3月的应季水果有菠萝。,用户参考,food
KB0199,月份-03,SF0187,3月,月份,春,蔬菜,小白菜,3月的应季蔬菜有小白菜。,用户参考,food
KB0200,月份-03,SF0188,3月,月份,春,蔬菜,菠菜,3月的应季蔬菜有菠菜。,用户参考,food
KB0201,月份-03,SF0189,3月,月份,春,蔬菜,芹菜,3月的应季蔬菜有芹菜。,用户参考,food
KB0202,月份-03,SF0190,3月,月份,春,蔬菜,菜心,3月的应季蔬菜有菜心。,用户参考,food
KB0203,月份-03,SF0191,3月,月份,春,蔬菜,韭菜,3月的应季蔬菜有韭菜。,用户参考,food
KB0204,月份-03,SF0192,3月,月份,春,蔬菜,春笋,3月的应季蔬菜有春笋。,用户参考,food
KB0205,月份-03,SF0193,3月,月份,春,蔬菜,香椿,3月的应季蔬菜有香椿。,用户参考,food
KB0206,月份-03,SF0194,3月,月份,春,蔬菜,豌豆苗,3月的应季蔬菜有豌豆苗。,用户参考,food
KB0207,月份-03,SF0195,3月,月份,春,蔬菜,蚕豆,3月的应季蔬菜有蚕豆。,用户参考,food
KB0208,月份-03,SF0196,3月,月份,春,蔬菜,荠菜,3月的应季蔬菜有荠菜。,用户参考,food
KB0209,月份-03,SF0197,3月,月份,春,蔬菜,茼蒿,3月的应季蔬菜有茼蒿。,用户参考,food
KB0210,月份-03,,3月,月份,春,水果汇总,3月的水果,3月的应季水果共 5 种：草莓（尾季）、芒果（海南/广西早熟）、枇杷、桑葚、菠萝。,用户参考,summary
KB0211,月份-03,,3月,月份,春,蔬菜汇总,3月的蔬菜,3月的应季蔬菜共 11 种：小白菜、菠菜、芹菜、菜心、韭菜、春笋、香椿、豌豆苗、蚕豆、荠菜、茼蒿。,用户参考,summary
KB0212,月份-04,SF0198,4月,月份,春,水果,草莓,4月的应季水果有草莓。,用户参考,food
KB0213,月份-04,SF0199,4月,月份,春,水果,枇杷,4月的应季水果有枇杷。,用户参考,food
KB0214,月份-04,SF0200,4月,月份,春,水果,芒果,4月的应季水果有芒果。,用户参考,food
KB0215,月份-04,SF0201,4月,月份,春,水果,桑葚,4月的应季水果有桑葚。,用户参考,food
KB0216,月份-04,SF0202,4月,月份,春,水果,樱桃,4月的应季水果有樱桃（早熟）。,用户参考,food
KB0217,月份-04,SF0203,4月,月份,春,蔬菜,小白菜,4月的应季蔬菜有小白菜。,用户参考,food
KB0218,月份-04,SF0204,4月,月份,春,蔬菜,莴笋,4月的应季蔬菜有莴笋。,用户参考,food
KB0219,月份-04,SF0205,4月,月份,春,蔬菜,鸡毛菜,4月的应季蔬菜有鸡毛菜。,用户参考,food
KB0220,月份-04,SF0206,4月,月份,春,蔬菜,芹菜,4月的应季蔬菜有芹菜。,用户参考,food
KB0221,月份-04,SF0207,4月,月份,春,蔬菜,春笋,4月的应季蔬菜有春笋。,用户参考,food
KB0222,月份-04,SF0208,4月,月份,春,蔬菜,香椿,4月的应季蔬菜有香椿。,用户参考,food
KB0223,月份-04,SF0209,4月,月份,春,蔬菜,韭菜,4月的应季蔬菜有韭菜。,用户参考,food
KB0224,月份-04,SF0210,4月,月份,春,蔬菜,豌豆苗,4月的应季蔬菜有豌豆苗。,用户参考,food
KB0225,月份-04,SF0211,4月,月份,春,蔬菜,蚕豆,4月的应季蔬菜有蚕豆。,用户参考,food
KB0226,月份-04,SF0212,4月,月份,春,蔬菜,荠菜,4月的应季蔬菜有荠菜。,用户参考,food
KB0227,月份-04,,4月,月份,春,水果汇总,4月的水果,4月的应季水果共 5 种：草莓、枇杷、芒果、桑葚、樱桃（早熟）。,用户参考,summary
KB0228,月份-04,,4月,月份,春,蔬菜汇总,4月的蔬菜,4月的应季蔬菜共 10 种：小白菜、莴笋、鸡毛菜、芹菜、春笋、香椿、韭菜、豌豆苗、蚕豆、荠菜。,用户参考,summary
KB0229,月份-05,SF0213,5月,月份,春,水果,草莓,5月的应季水果有草莓。,用户参考,food
KB0230,月份-05,SF0214,5月,月份,春,水果,枇杷,5月的应季水果有枇杷。,用户参考,food
KB0231,月份-05,SF0215,5月,月份,春,水果,桑葚,5月的应季水果有桑葚。,用户参考,food
KB0232,月份-05,SF0216,5月,月份,春,水果,樱桃,5月的应季水果有樱桃。,用户参考,food
KB0233,月份-05,SF0217,5月,月份,春,水果,芒果,5月的应季水果有芒果。,用户参考,food
KB0234,月份-05,SF0218,5月,月份,春,水果,杨梅,5月的应季水果有杨梅。,用户参考,food
KB0235,月份-05,SF0219,5月,月份,春,水果,油桃,5月的应季水果有油桃。,用户参考,food
KB0236,月份-05,SF0220,5月,月份,春,水果,李子,5月的应季水果有李子。,用户参考,food
KB0237,月份-05,SF0221,5月,月份,春,水果,荔枝,5月的应季水果有荔枝（早熟）。,用户参考,food
KB0238,月份-05,SF0222,5月,月份,春,蔬菜,小白菜,5月的应季蔬菜有小白菜。,用户参考,food
KB0239,月份-05,SF0223,5月,月份,春,蔬菜,卷心菜,5月的应季蔬菜有卷心菜。,用户参考,food
KB0240,月份-05,SF0224,5月,月份,春,蔬菜,莴笋,5月的应季蔬菜有莴笋。,用户参考,food
KB0241,月份-05,SF0225,5月,月份,春,蔬菜,鸡毛菜,5月的应季蔬菜有鸡毛菜。,用户参考,food
KB0242,月份-05,SF0226,5月,月份,春,蔬菜,黄瓜,5月的应季蔬菜有黄瓜。,用户参考,food
KB0243,月份-05,SF0227,5月,月份,春,蔬菜,番茄,5月的应季蔬菜有番茄。,用户参考,food
KB0244,月份-05,SF0228,5月,月份,春,蔬菜,蚕豆,5月的应季蔬菜有蚕豆。,用户参考,food
KB0245,月份-05,SF0229,5月,月份,春,蔬菜,茭白,5月的应季蔬菜有茭白。,用户参考,food
KB0246,月份-05,SF0230,5月,月份,春,蔬菜,茄子,5月的应季蔬菜有茄子。,用户参考,food
KB0247,月份-05,SF0231,5月,月份,春,蔬菜,丝瓜,5月的应季蔬菜有丝瓜。,用户参考,food
KB0248,月份-05,SF0232,5月,月份,春,蔬菜,苦瓜,5月的应季蔬菜有苦瓜。,用户参考,food
KB0249,月份-05,,5月,月份,春,水果汇总,5月的水果,5月的应季水果共 9 种：草莓、枇杷、桑葚、樱桃、芒果、杨梅、油桃、李子、荔枝（早熟）。,用户参考,summary
KB0250,月份-05,,5月,月份,春,蔬菜汇总,5月的蔬菜,5月的应季蔬菜共 11 种：小白菜、卷心菜、莴笋、鸡毛菜、黄瓜、番茄、蚕豆、茭白、茄子、丝瓜、苦瓜。,用户参考,summary
KB0251,月份-06,SF0233,6月,月份,夏,水果,西瓜,6月的应季水果有西瓜。,用户参考,food
KB0252,月份-06,SF0234,6月,月份,夏,水果,杨梅,6月的应季水果有杨梅。,用户参考,food
KB0253,月份-06,SF0235,6月,月份,夏,水果,樱桃,6月的应季水果有樱桃。,用户参考,food
KB0254,月份-06,SF0236,6月,月份,夏,水果,荔枝,6月的应季水果有荔枝。,用户参考,food
KB0255,月份-06,SF0237,6月,月份,夏,水果,枇杷,6月的应季水果有枇杷（尾季）。,用户参考,food
KB0256,月份-06,SF0238,6月,月份,夏,水果,水蜜桃,6月的应季水果有水蜜桃。,用户参考,food
KB0257,月份-06,SF0239,6月,月份,夏,水果,哈密瓜,6月的应季水果有哈密瓜。,用户参考,food
KB0258,月份-06,SF0240,6月,月份,夏,水果,火龙果,6月的应季水果有火龙果。,用户参考,food
KB0259,月份-06,SF0241,6月,月份,夏,水果,龙眼,6月的应季水果有龙眼。,用户参考,food
KB0260,月份-06,SF0242,6月,月份,夏,水果,葡萄,6月的应季水果有葡萄（早熟）。,用户参考,food
KB0261,月份-06,SF0243,6月,月份,夏,蔬菜,黄瓜,6月的应季蔬菜有黄瓜。,用户参考,food
KB0262,月份-06,SF0244,6月,月份,夏,蔬菜,番茄,6月的应季蔬菜有番茄。,用户参考,food
KB0263,月份-06,SF0245,6月,月份,夏,蔬菜,冬瓜,6月的应季蔬菜有冬瓜。,用户参考,food
KB0264,月份-06,SF0246,6月,月份,夏,蔬菜,丝瓜,6月的应季蔬菜有丝瓜。,用户参考,food
KB0265,月份-06,SF0247,6月,月份,夏,蔬菜,茄子,6月的应季蔬菜有茄子。,用户参考,food
KB0266,月份-06,SF0248,6月,月份,夏,蔬菜,南瓜,6月的应季蔬菜有南瓜。,用户参考,food
KB0267,月份-06,SF0249,6月,月份,夏,蔬菜,卷心菜,6月的应季蔬菜有卷心菜。,用户参考,food
KB0268,月份-06,SF0250,6月,月份,夏,蔬菜,土豆,6月的应季蔬菜有土豆。,用户参考,food
KB0269,月份-06,SF0251,6月,月份,夏,蔬菜,鸡毛菜,6月的应季蔬菜有鸡毛菜。,用户参考,food
KB0270,月份-06,SF0252,6月,月份,夏,蔬菜,刀豆,6月的应季蔬菜有刀豆。,用户参考,food
KB0271,月份-06,SF0253,6月,月份,夏,蔬菜,豇豆,6月的应季蔬菜有豇豆。,用户参考,food
KB0272,月份-06,SF0254,6月,月份,夏,蔬菜,毛豆,6月的应季蔬菜有毛豆。,用户参考,food
KB0273,月份-06,,6月,月份,夏,水果汇总,6月的水果,6月的应季水果共 10 种：西瓜、杨梅、樱桃、荔枝、枇杷（尾季）、水蜜桃、哈密瓜、火龙果、龙眼、葡萄（早熟）。,用户参考,summary
KB0274,月份-06,,6月,月份,夏,蔬菜汇总,6月的蔬菜,6月的应季蔬菜共 12 种：黄瓜、番茄、冬瓜、丝瓜、茄子、南瓜、卷心菜、土豆、鸡毛菜、刀豆、豇豆、毛豆。,用户参考,summary
KB0275,月份-07,SF0255,7月,月份,夏,水果,西瓜,7月的应季水果有西瓜。,用户参考,food
KB0276,月份-07,SF0256,7月,月份,夏,水果,荔枝,7月的应季水果有荔枝。,用户参考,food
KB0277,月份-07,SF0257,7月,月份,夏,水果,水蜜桃,7月的应季水果有水蜜桃。,用户参考,food
KB0278,月份-07,SF0258,7月,月份,夏,水果,哈密瓜,7月的应季水果有哈密瓜。,用户参考,food
KB0279,月份-07,SF0259,7月,月份,夏,水果,榴莲,7月的应季水果有榴莲。,用户参考,food
KB0280,月份-07,SF0260,7月,月份,夏,水果,杨梅,7月的应季水果有杨梅。,用户参考,food
KB0281,月份-07,SF0261,7月,月份,夏,水果,龙眼,7月的应季水果有龙眼。,用户参考,food
KB0282,月份-07,SF0262,7月,月份,夏,水果,黄皮,7月的应季水果有黄皮。,用户参考,food
KB0283,月份-07,SF0263,7月,月份,夏,水果,葡萄,7月的应季水果有葡萄。,用户参考,food
KB0284,月份-07,SF0264,7月,月份,夏,水果,无花果,7月的应季水果有无花果。,用户参考,food
KB0285,月份-07,SF0265,7月,月份,夏,水果,百香果,7月的应季水果有百香果。,用户参考,food
KB0286,月份-07,SF0266,7月,月份,夏,蔬菜,黄瓜,7月的应季蔬菜有黄瓜。,用户参考,food
KB0287,月份-07,SF0267,7月,月份,夏,蔬菜,番茄,7月的应季蔬菜有番茄。,用户参考,food
KB0288,月份-07,SF0268,7月,月份,夏,蔬菜,冬瓜,7月的应季蔬菜有冬瓜。,用户参考,food
KB0289,月份-07,SF0269,7月,月份,夏,蔬菜,丝瓜,7月的应季蔬菜有丝瓜。,用户参考,food
KB0290,月份-07,SF0270,7月,月份,夏,蔬菜,苦瓜,7月的应季蔬菜有苦瓜。,用户参考,food
KB0291,月份-07,SF0271,7月,月份,夏,蔬菜,茄子,7月的应季蔬菜有茄子。,用户参考,food
KB0292,月份-07,SF0272,7月,月份,夏,蔬菜,豇豆,7月的应季蔬菜有豇豆。,用户参考,food
KB0293,月份-07,SF0273,7月,月份,夏,蔬菜,扁豆,7月的应季蔬菜有扁豆。,用户参考,food
KB0294,月份-07,SF0274,7月,月份,夏,蔬菜,空心菜,7月的应季蔬菜有空心菜。,用户参考,food
KB0295,月份-07,SF0275,7月,月份,夏,蔬菜,毛豆,7月的应季蔬菜有毛豆。,用户参考,food
KB0296,月份-07,SF0276,7月,月份,夏,蔬菜,辣椒,7月的应季蔬菜有辣椒。,用户参考,food
KB0297,月份-07,SF0277,7月,月份,夏,蔬菜,土豆,7月的应季蔬菜有土豆。,用户参考,food
KB0298,月份-07,SF0278,7月,月份,夏,蔬菜,卷心菜,7月的应季蔬菜有卷心菜。,用户参考,food
KB0299,月份-07,,7月,月份,夏,水果汇总,7月的水果,7月的应季水果共 11 种：西瓜、荔枝、水蜜桃、哈密瓜、榴莲、杨梅、龙眼、黄皮、葡萄、无花果、百香果。,用户参考,summary
KB0300,月份-07,,7月,月份,夏,蔬菜汇总,7月的蔬菜,7月的应季蔬菜共 13 种：黄瓜、番茄、冬瓜、丝瓜、苦瓜、茄子、豇豆、扁豆、空心菜、毛豆、辣椒、土豆、卷心菜。,用户参考,summary
KB0301,月份-08,SF0279,8月,月份,夏,水果,西瓜,8月的应季水果有西瓜。,用户参考,food
KB0302,月份-08,SF0280,8月,月份,夏,水果,水蜜桃,8月的应季水果有水蜜桃。,用户参考,food
KB0303,月份-08,SF0281,8月,月份,夏,水果,哈密瓜,8月的应季水果有哈密瓜。,用户参考,food
KB0304,月份-08,SF0282,8月,月份,夏,水果,榴莲,8月的应季水果有榴莲。,用户参考,food
KB0305,月份-08,SF0283,8月,月份,夏,水果,葡萄,8月的应季水果有葡萄。,用户参考,food
KB0306,月份-08,SF0284,8月,月份,夏,水果,石榴,8月的应季水果有石榴。,用户参考,food
KB0307,月份-08,SF0285,8月,月份,夏,水果,梨,8月的应季水果有梨（早熟）。,用户参考,food
KB0308,月份-08,SF0286,8月,月份,夏,水果,冬枣,8月的应季水果有冬枣。,用户参考,food
KB0309,月份-08,SF0287,8月,月份,夏,水果,龙眼,8月的应季水果有龙眼。,用户参考,food
KB0310,月份-08,SF0288,8月,月份,夏,蔬菜,冬瓜,8月的应季蔬菜有冬瓜。,用户参考,food
KB0311,月份-08,SF0289,8月,月份,夏,蔬菜,丝瓜,8月的应季蔬菜有丝瓜。,用户参考,food
KB0312,月份-08,SF0290,8月,月份,夏,蔬菜,苦瓜,8月的应季蔬菜有苦瓜。,用户参考,food
KB0313,月份-08,SF0291,8月,月份,夏,蔬菜,茄子,8月的应季蔬菜有茄子。,用户参考,food
KB0314,月份-08,SF0292,8月,月份,夏,蔬菜,豇豆,8月的应季蔬菜有豇豆。,用户参考,food
KB0315,月份-08,SF0293,8月,月份,夏,蔬菜,扁豆,8月的应季蔬菜有扁豆。,用户参考,food
KB0316,月份-08,SF0294,8月,月份,夏,蔬菜,空心菜,8月的应季蔬菜有空心菜。,用户参考,food
KB0317,月份-08,SF0295,8月,月份,夏,蔬菜,毛豆,8月的应季蔬菜有毛豆。,用户参考,food
KB0318,月份-08,SF0296,8月,月份,夏,蔬菜,辣椒,8月的应季蔬菜有辣椒。,用户参考,food
KB0319,月份-08,SF0297,8月,月份,夏,蔬菜,南瓜,8月的应季蔬菜有南瓜。,用户参考,food
KB0320,月份-08,SF0298,8月,月份,夏,蔬菜,土豆,8月的应季蔬菜有土豆。,用户参考,food
KB0321,月份-08,SF0299,8月,月份,夏,蔬菜,卷心菜,8月的应季蔬菜有卷心菜。,用户参考,food
KB0322,月份-08,SF0300,8月,月份,夏,蔬菜,青菜,8月的应季蔬菜有青菜。,用户参考,food
KB0323,月份-08,,8月,月份,夏,水果汇总,8月的水果,8月的应季水果共 9 种：西瓜、水蜜桃、哈密瓜、榴莲、葡萄、石榴、梨（早熟）、冬枣、龙眼。,用户参考,summary
KB0324,月份-08,,8月,月份,夏,蔬菜汇总,8月的蔬菜,8月的应季蔬菜共 13 种：冬瓜、丝瓜、苦瓜、茄子、豇豆、扁豆、空心菜、毛豆、辣椒、南瓜、土豆、卷心菜、青菜。,用户参考,summary
KB0325,月份-09,SF0301,9月,月份,秋,水果,葡萄,9月的应季水果有葡萄。,用户参考,food
KB0326,月份-09,SF0302,9月,月份,秋,水果,石榴,9月的应季水果有石榴。,用户参考,food
KB0327,月份-09,SF0303,9月,月份,秋,水果,梨,9月的应季水果有梨。,用户参考,food
KB0328,月份-09,SF0304,9月,月份,秋,水果,哈密瓜,9月的应季水果有哈密瓜。,用户参考,food
KB0329,月份-09,SF0305,9月,月份,秋,水果,柚子,9月的应季水果有柚子。,用户参考,food
KB0330,月份-09,SF0306,9月,月份,秋,水果,柿子,9月的应季水果有柿子。,用户参考,food
KB0331,月份-09,SF0307,9月,月份,秋,水果,山楂,9月的应季水果有山楂。,用户参考,food
KB0332,月份-09,SF0308,9月,月份,秋,水果,冬枣,9月的应季水果有冬枣。,用户参考,food
KB0333,月份-09,SF0309,9月,月份,秋,蔬菜,冬瓜,9月的应季蔬菜有冬瓜。,用户参考,food
KB0334,月份-09,SF0310,9月,月份,秋,蔬菜,丝瓜,9月的应季蔬菜有丝瓜。,用户参考,food
KB0335,月份-09,SF0311,9月,月份,秋,蔬菜,毛豆,9月的应季蔬菜有毛豆。,用户参考,food
KB0336,月份-09,SF0312,9月,月份,秋,蔬菜,豇豆,9月的应季蔬菜有豇豆。,用户参考,food
KB0337,月份-09,SF0313,9月,月份,秋,蔬菜,茄子,9月的应季蔬菜有茄子。,用户参考,food
KB0338,月份-09,SF0314,9月,月份,秋,蔬菜,辣椒,9月的应季蔬菜有辣椒。,用户参考,food
KB0339,月份-09,SF0315,9月,月份,秋,蔬菜,芋头,9月的应季蔬菜有芋头。,用户参考,food
KB0340,月份-09,SF0316,9月,月份,秋,蔬菜,茭白,9月的应季蔬菜有茭白。,用户参考,food
KB0341,月份-09,SF0317,9月,月份,秋,蔬菜,莲藕,9月的应季蔬菜有莲藕。,用户参考,food
KB0342,月份-09,SF0318,9月,月份,秋,蔬菜,山药,9月的应季蔬菜有山药。,用户参考,food
KB0343,月份-09,SF0319,9月,月份,秋,蔬菜,秋葵,9月的应季蔬菜有秋葵。,用户参考,food
KB0344,月份-09,SF0320,9月,月份,秋,蔬菜,白萝卜,9月的应季蔬菜有白萝卜。,用户参考,food
KB0345,月份-09,SF0321,9月,月份,秋,蔬菜,大白菜,9月的应季蔬菜有大白菜。,用户参考,food
KB0346,月份-09,SF0322,9月,月份,秋,蔬菜,卷心菜,9月的应季蔬菜有卷心菜。,用户参考,food
KB0347,月份-09,,9月,月份,秋,水果汇总,9月的水果,9月的应季水果共 8 种：葡萄、石榴、梨、哈密瓜、柚子、柿子、山楂、冬枣。,用户参考,summary
KB0348,月份-09,,9月,月份,秋,蔬菜汇总,9月的蔬菜,9月的应季蔬菜共 14 种：冬瓜、丝瓜、毛豆、豇豆、茄子、辣椒、芋头、茭白、莲藕、山药、秋葵、白萝卜、大白菜、卷心菜。,用户参考,summary
KB0349,月份-10,SF0323,10月,月份,秋,水果,苹果,10月的应季水果有苹果。,用户参考,food
KB0350,月份-10,SF0324,10月,月份,秋,水果,梨,10月的应季水果有梨。,用户参考,food
KB0351,月份-10,SF0325,10月,月份,秋,水果,石榴,10月的应季水果有石榴。,用户参考,food
KB0352,月份-10,SF0326,10月,月份,秋,水果,柿子,10月的应季水果有柿子。,用户参考,food
KB0353,月份-10,SF0327,10月,月份,秋,水果,葡萄,10月的应季水果有葡萄（晚熟）。,用户参考,food
KB0354,月份-10,SF0328,10月,月份,秋,水果,猕猴桃,10月的应季水果有猕猴桃。,用户参考,food
KB0355,月份-10,SF0329,10月,月份,秋,水果,柑橘,10月的应季水果有柑橘。,用户参考,food
KB0356,月份-10,SF0330,10月,月份,秋,水果,橙子,10月的应季水果有橙子。,用户参考,food
KB0357,月份-10,SF0331,10月,月份,秋,水果,甘蔗,10月的应季水果有甘蔗。,用户参考,food
KB0358,月份-10,SF0332,10月,月份,秋,水果,冬枣,10月的应季水果有冬枣（尾季）。,用户参考,food
KB0359,月份-10,SF0333,10月,月份,秋,蔬菜,大白菜,10月的应季蔬菜有大白菜。,用户参考,food
KB0360,月份-10,SF0334,10月,月份,秋,蔬菜,白萝卜,10月的应季蔬菜有白萝卜。,用户参考,food
KB0361,月份-10,SF0335,10月,月份,秋,蔬菜,芋头,10月的应季蔬菜有芋头。,用户参考,food
KB0362,月份-10,SF0336,10月,月份,秋,蔬菜,茭白,10月的应季蔬菜有茭白。,用户参考,food
KB0363,月份-10,SF0337,10月,月份,秋,蔬菜,莲藕,10月的应季蔬菜有莲藕。,用户参考,food
KB0364,月份-10,SF0338,10月,月份,秋,蔬菜,山药,10月的应季蔬菜有山药。,用户参考,food
KB0365,月份-10,SF0339,10月,月份,秋,蔬菜,花菜,10月的应季蔬菜有花菜。,用户参考,food
KB0366,月份-10,SF0340,10月,月份,秋,蔬菜,西兰花,10月的应季蔬菜有西兰花。,用户参考,food
KB0367,月份-10,SF0341,10月,月份,秋,蔬菜,生菜,10月的应季蔬菜有生菜。,用户参考,food
KB0368,月份-10,SF0342,10月,月份,秋,蔬菜,菠菜,10月的应季蔬菜有菠菜。,用户参考,food
KB0369,月份-10,SF0343,10月,月份,秋,蔬菜,芹菜,10月的应季蔬菜有芹菜。,用户参考,food
KB0370,月份-10,SF0344,10月,月份,秋,蔬菜,卷心菜,10月的应季蔬菜有卷心菜。,用户参考,food
KB0371,月份-10,SF0345,10月,月份,秋,蔬菜,茼蒿,10月的应季蔬菜有茼蒿。,用户参考,food
KB0372,月份-10,,10月,月份,秋,水果汇总,10月的水果,10月的应季水果共 10 种：苹果、梨、石榴、柿子、葡萄（晚熟）、猕猴桃、柑橘、橙子、甘蔗、冬枣（尾季）。,用户参考,summary
KB0373,月份-10,,10月,月份,秋,蔬菜汇总,10月的蔬菜,10月的应季蔬菜共 13 种：大白菜、白萝卜、芋头、茭白、莲藕、山药、花菜、西兰花、生菜、菠菜、芹菜、卷心菜、茼蒿。,用户参考,summary
KB0374,月份-11,SF0346,11月,月份,秋,水果,苹果,11月的应季水果有苹果。,用户参考,food
KB0375,月份-11,SF0347,11月,月份,秋,水果,梨,11月的应季水果有梨。,用户参考,food
KB0376,月份-11,SF0348,11月,月份,秋,水果,柚子,11月的应季水果有柚子。,用户参考,food
KB0377,月份-11,SF0349,11月,月份,秋,水果,柿子,11月的应季水果有柿子。,用户参考,food
KB0378,月份-11,SF0350,11月,月份,秋,水果,山楂,11月的应季水果有山楂。,用户参考,food
KB0379,月份-11,SF0351,11月,月份,秋,水果,猕猴桃,11月的应季水果有猕猴桃。,用户参考,food
KB0380,月份-11,SF0352,11月,月份,秋,水果,甘蔗,11月的应季水果有甘蔗。,用户参考,food
KB0381,月份-11,SF0353,11月,月份,秋,水果,脐橙,11月的应季水果有脐橙。,用户参考,food
KB0382,月份-11,SF0354,11月,月份,秋,水果,皇帝柑,11月的应季水果有皇帝柑。,用户参考,food
KB0383,月份-11,SF0355,11月,月份,秋,水果,草莓,11月的应季水果有草莓（大棚初上市）。,用户参考,food
KB0384,月份-11,SF0356,11月,月份,秋,水果,荸荠,11月的应季水果有荸荠。,用户参考,food
KB0385,月份-11,SF0357,11月,月份,秋,蔬菜,大白菜,11月的应季蔬菜有大白菜。,用户参考,food
KB0386,月份-11,SF0358,11月,月份,秋,蔬菜,白萝卜,11月的应季蔬菜有白萝卜。,用户参考,food
KB0387,月份-11,SF0359,11月,月份,秋,蔬菜,莴笋,11月的应季蔬菜有莴笋。,用户参考,food
KB0388,月份-11,SF0360,11月,月份,秋,蔬菜,花菜,11月的应季蔬菜有花菜。,用户参考,food
KB0389,月份-11,SF0361,11月,月份,秋,蔬菜,西兰花,11月的应季蔬菜有西兰花。,用户参考,food
KB0390,月份-11,SF0362,11月,月份,秋,蔬菜,荠菜,11月的应季蔬菜有荠菜。,用户参考,food
KB0391,月份-11,SF0363,11月,月份,秋,蔬菜,草头,11月的应季蔬菜有草头。,用户参考,food
KB0392,月份-11,SF0364,11月,月份,秋,蔬菜,生菜,11月的应季蔬菜有生菜。,用户参考,food
KB0393,月份-11,SF0365,11月,月份,秋,蔬菜,茨菇,11月的应季蔬菜有茨菇。,用户参考,food
KB0394,月份-11,SF0366,11月,月份,秋,蔬菜,青蒜,11月的应季蔬菜有青蒜。,用户参考,food
KB0395,月份-11,SF0367,11月,月份,秋,蔬菜,菠菜,11月的应季蔬菜有菠菜。,用户参考,food
KB0396,月份-11,SF0368,11月,月份,秋,蔬菜,芹菜,11月的应季蔬菜有芹菜。,用户参考,food
KB0397,月份-11,SF0369,11月,月份,秋,蔬菜,卷心菜,11月的应季蔬菜有卷心菜。,用户参考,food
KB0398,月份-11,,11月,月份,秋,水果汇总,11月的水果,11月的应季水果共 11 种：苹果、梨、柚子、柿子、山楂、猕猴桃、甘蔗、脐橙、皇帝柑、草莓（大棚初上市）、荸荠。,用户参考,summary
KB0399,月份-11,,11月,月份,秋,蔬菜汇总,11月的蔬菜,11月的应季蔬菜共 13 种：大白菜、白萝卜、莴笋、花菜、西兰花、荠菜、草头、生菜、茨菇、青蒜、菠菜、芹菜、卷心菜。,用户参考,summary
KB0400,月份-12,SF0370,12月,月份,冬,水果,砂糖橘,12月的应季水果有砂糖橘。,用户参考,food
KB0401,月份-12,SF0371,12月,月份,冬,水果,沃柑,12月的应季水果有沃柑。,用户参考,food
KB0402,月份-12,SF0372,12月,月份,冬,水果,赣南脐橙,12月的应季水果有赣南脐橙。,用户参考,food
KB0403,月份-12,SF0373,12月,月份,冬,水果,猕猴桃,12月的应季水果有猕猴桃。,用户参考,food
KB0404,月份-12,SF0374,12月,月份,冬,水果,山楂,12月的应季水果有山楂。,用户参考,food
KB0405,月份-12,SF0375,12月,月份,冬,水果,甘蔗,12月的应季水果有甘蔗。,用户参考,food
KB0406,月份-12,SF0376,12月,月份,冬,水果,草莓,12月的应季水果有草莓（大棚）。,用户参考,food
KB0407,月份-12,SF0377,12月,月份,冬,水果,车厘子,12月的应季水果有车厘子（进口）。,用户参考,food
KB0408,月份-12,SF0378,12月,月份,冬,水果,金桔,12月的应季水果有金桔。,用户参考,food
KB0409,月份-12,SF0379,12月,月份,冬,水果,释迦,12月的应季水果有释迦。,用户参考,food
