id,calendar_id,level,time_name,season,category,name,note,recommendation_reason,source,entity_type,ingredient_id,core_ingredient_id,match_status,knowledge_json
SF0158,月份-01,月份,1月,冬,蔬菜,大白菜,,,用户参考,ingredient,158,158,core_exact,"[""1月的应季蔬菜有大白菜。""]"
SF0159,月份-01,月份,1月,冬,蔬菜,小白菜,,,用户参考,ingredient,137,137,core_exact,"[""1月的应季蔬菜有小白菜。""]"
SF0160,月份-01,月份,1月,冬,蔬菜,菠菜,,,用户参考,ingredient,40,40,core_exact,"[""1月的应季蔬菜有菠菜。""]"
SF0161,月份-01,月份,1月,冬,蔬菜,芹菜,,,用户参考,ingredient,27,27,core_exact,"[""1月的应季蔬菜有芹菜。""]"
SF0162,月份-01,月份,1月,冬,蔬菜,白萝卜,,,用户参考,ingredient,63,63,core_exact,"[""1月的应季蔬菜有白萝卜。""]"
SF0163,月份-01,月份,1月,冬,蔬菜,胡萝卜,,,用户参考,ingredient,6,6,core_exact,"[""1月的应季蔬菜有胡萝卜。""]"
SF0164,月份-01,月份,1月,冬,蔬菜,卷心菜,,,用户参考,ingredient,76,76,core_exact,"[""1月的应季蔬菜有卷心菜。""]"
SF0165,月份-01,月份,1月,冬,蔬菜,花菜,,,用户参考,ingredient,130,130,core_exact,"[""1月的应季蔬菜有花菜。""]"
SF0166,月份-01,月份,1月,冬,蔬菜,茨菇,,,用户参考,ingredient,6174,,catalog_exact,"[""1月的应季蔬菜有茨菇。""]"
SF0167,月份-01,月份,1月,冬,蔬菜,香菇,,,用户参考,ingredient,23,23,core_exact,"[""1月的应季蔬菜有香菇。""]"
SF0168,月份-02,月份,2月,冬,水果,砂糖橘,,,用户参考,ingredient,8073,,seasonal_catalog,"[""2月的应季水果有砂糖橘。""]"
SF0169,月份-02,月份,2月,冬,水果,沃柑,,,用户参考,ingredient,8068,,seasonal_catalog,"[""2月的应季水果有沃柑。""]"
SF0170,月份-02,月份,2月,冬,水果,赣南脐橙,,,用户参考,ingredient,8081,,seasonal_catalog,"[""2月的应季水果有赣南脐橙。""]"
SF0171,月份-02,月份,2月,冬,水果,猕猴桃,,,用户参考,ingredient,166,166,core_exact,"[""2月的应季水果有猕猴桃。""]"
SF0172,月份-02,月份,2月,冬,水果,山楂,,,用户参考,ingredient,3019,,catalog_exact,"[""2月的应季水果有山楂。""]"
SF0173,月份-02,月份,2月,冬,水果,甘蔗,,,用户参考,ingredient,8070,,seasonal_catalog,"[""2月的应季水果有甘蔗。""]"
SF0174,月份-02,月份,2月,冬,蔬菜,大白菜,,,用户参考,ingredient,158,158,core_exact,"[""2月的应季蔬菜有大白菜。""]"
SF0175,月份-02,月份,2月,冬,蔬菜,小白菜,,,用户参考,ingredient,137,137,core_exact,"[""2月的应季蔬菜有小白菜。""]"
SF0176,月份-02,月份,2月,冬,蔬菜,菠菜,,,用户参考,ingredient,40,40,core_exact,"[""2月的应季蔬菜有菠菜。""]"
SF0177,月份-02,月份,2月,冬,蔬菜,芹菜,,,用户参考,ingredient,27,27,core_exact,"[""2月的应季蔬菜有芹菜。""]"
SF0178,月份-02,月份,2月,冬,蔬菜,菜心,,,用户参考,ingredient,165,165,core_exact,"[""2月的应季蔬菜有菜心。""]"
SF0179,月份-02,月份,2月,冬,蔬菜,卷心菜,,,用户参考,ingredient,76,76,core_exact,"[""2月的应季蔬菜有卷心菜。""]"
SF0180,月份-02,月份,2月,冬,蔬菜,荠菜,,,用户参考,ingredient,266,266,core_exact,"[""2月的应季蔬菜有荠菜。""]"
SF0181,月份-02,月份,2月,冬,蔬菜,生菜,,,用户参考,ingredient,31,31,core_exact,"[""2月的应季蔬菜有生菜。""]"
SF0182,月份-03,月份,3月,春,水果,草莓,尾季,,用户参考,ingredient,43,43,core_exact,"[""3月的应季水果有草莓（尾季）。""]"
SF0183,月份-03,月份,3月,春,水果,芒果,海南/广西早熟,,用户参考,ingredient,42,42,core_exact,"[""3月的应季水果有芒果（海南/广西早熟）。""]"
SF0184,月份-03,月份,3月,春,水果,枇杷,,,用户参考,ingredient,353,353,core_exact,"[""3月的应季水果有枇杷。""]"
SF0185,月份-03,月份,3月,春,水果,桑葚,,,用户参考,ingredient,303,303,core_exact,"[""3月的应季水果有桑葚。""]"
SF0186,月份-03,月份,3月,春,水果,菠萝,,,用户参考,ingredient,67,67,core_exact,"[""3月的应季水果有菠萝。""]"
SF0187,月份-03,月份,3月,春,蔬菜,小白菜,,,用户参考,ingredient,137,137,core_exact,"[""3月的应季蔬菜有小白菜。""]"
SF0188,月份-03,月份,3月,春,蔬菜,菠菜,,,用户参考,ingredient,40,40,core_exact,"[""3月的应季蔬菜有菠菜。""]"
SF0189,月份-03,月份,3月,春,蔬菜,芹菜,,,用户参考,ingredient,27,27,core_exact,"[""3月的应季蔬菜有芹菜。""]"
SF0190,月份-03,月份,3月,春,蔬菜,菜心,,,用户参考,ingredient,165,165,core_exact,"[""3月的应季蔬菜有菜心。""]"
SF0191,月份-03,月份,3月,春,蔬菜,韭菜,,,用户参考,ingredient,48,48,core_exact,"[""3月的应季蔬菜有韭菜。""]"
SF0192,月份-03,月份,3月,春,蔬菜,春笋,,,用户参考,ingredient,220,220,core_exact,"[""3月的应季蔬菜有春笋。""]"
SF0193,月份-03,月份,3月,春,蔬菜,香椿,,,用户参考,ingredient,337,337,core_exact,"[""3月的应季蔬菜有香椿。""]"
SF0194,月份-03,月份,3月,春,蔬菜,豌豆苗,,,用户参考,ingredient,440,440,core_exact,"[""3月的应季蔬菜有豌豆苗。""]"
SF0195,月份-03,月份,3月,春,蔬菜,蚕豆,,,用户参考,ingredient,284,284,core_exact,"[""3月的应季蔬菜有蚕豆。""]"
SF0196,月份-03,月份,3月,春,蔬菜,荠菜,,,用户参考,ingredient,266,266,core_exact,"[""3月的应季蔬菜有荠菜。""]"
SF0197,月份-03,月份,3月,春,蔬菜,茼蒿,,,用户参考,ingredient,257,257,core_exact,"[""3月的应季蔬菜有茼蒿。""]"
SF0198,月份-04,月份,4月,春,水果,草莓,,,用户参考,ingredient,43,43,core_exact,"[""4月的应季水果有草莓。""]"
SF0199,月份-04,月份,4月,春,水果,枇杷,,,用户参考,ingredient,353,353,core_exact,"[""4月的应季水果有枇杷。""]"
SF0200,月份-04,月份,4月,春,水果,芒果,,,用户参考,ingredient,42,42,core_exact,"[""4月的应季水果有芒果。""]"
SF0201,月份-04,月份,4月,春,水果,桑葚,,,用户参考,ingredient,303,303,core_exact,"[""4月的应季水果有桑葚。""]"
SF0202,月份-04,月份,4月,春,水果,樱桃,早熟,,用户参考,ingredient,135,135,core_exact,"[""4月的应季水果有樱桃（早熟）。""]"
SF0203,月份-04,月份,4月,春,蔬菜,小白菜,,,用户参考,ingredient,137,137,core_exact,"[""4月的应季蔬菜有小白菜。""]"
SF0204,月份-04,月份,4月,春,蔬菜,莴笋,,,用户参考,ingredient,145,145,core_exact,"[""4月的应季蔬菜有莴笋。""]"
SF0205,月份-04,月份,4月,春,蔬菜,鸡毛菜,,,用户参考,ingredient,209,209,core_exact,"[""4月的应季蔬菜有鸡毛菜。""]"
SF0206,月份-04,月份,4月,春,蔬菜,芹菜,,,用户参考,ingredient,27,27,core_exact,"[""4月的应季蔬菜有芹菜。""]"
SF0207,月份-04,月份,4月,春,蔬菜,春笋,,,用户参考,ingredient,220,220,core_exact,"[""4月的应季蔬菜有春笋。""]"
SF0208,月份-04,月份,4月,春,蔬菜,香椿,,,用户参考,ingredient,337,337,core_exact,"[""4月的应季蔬菜有香椿。""]"
SF0209,月份-04,月份,4月,春,蔬菜,韭菜,,,用户参考,ingredient,48,48,core_exact,"[""4月的应季蔬菜有韭菜。""]"
SF0210,月份-04,月份,4月,春,蔬菜,豌豆苗,,,用户参考,ingredient,440,440,core_exact,"[""4月的应季蔬菜有豌豆苗。""]"
SF0211,月份-04,月份,4月,春,蔬菜,蚕豆,,,用户参考,ingredient,284,284,core_exact,"[""4月的应季蔬菜有蚕豆。""]"
SF0212,月份-04,月份,4月,春,蔬菜,荠菜,,,用户参考,ingredient,266,266,core_exact,"[""4月的应季蔬菜有荠菜。""]"
SF0213,月份-05,月份,5月,春,水果,草莓,,,用户参考,ingredient,43,43,core_exact,"[""5月的应季水果有草莓。""]"
SF0214,月份-05,月份,5月,春,水果,枇杷,,,用户参考,ingredient,353,353,core_exact,"[""5月的应季水果有枇杷。""]"
SF0215,月份-05,月份,5月,春,水果,桑葚,,,用户参考,ingredient,303,303,core_exact,"[""5月的应季水果有桑葚。""]"
SF0216,月份-05,月份,5月,春,水果,樱桃,,,用户参考,ingredient,135,135,core_exact,"[""5月的应季水果有樱桃。""]"
SF0217,月份-05,月份,5月,春,水果,芒果,,,用户参考,ingredient,42,42,core_exact,"[""5月的应季水果有芒果。""]"
SF0218,月份-05,月份,5月,春,水果,杨梅,,,用户参考,ingredient,210,210,core_exact,"[""5月的应季水果有杨梅。""]"
SF0219,月份-05,月份,5月,春,水果,油桃,,,用户参考,ingredient,4122,,catalog_exact,"[""5月的应季水果有油桃。""]"
SF0220,月份-05,月份,5月,春,水果,李子,,,用户参考,ingredient,388,388,core_exact,"[""5月的应季水果有李子。""]"
SF0221,月份-05,月份,5月,春,水果,荔枝,早熟,,用户参考,ingredient,233,233,core_exact,"[""5月的应季水果有荔枝（早熟）。""]"
SF0222,月份-05,月份,5月,春,蔬菜,小白菜,,,用户参考,ingredient,137,137,core_exact,"[""5月的应季蔬菜有小白菜。""]"
SF0223,月份-05,月份,5月,春,蔬菜,卷心菜,,,用户参考,ingredient,76,76,core_exact,"[""5月的应季蔬菜有卷心菜。""]"
SF0224,月份-05,月份,5月,春,蔬菜,莴笋,,,用户参考,ingredient,145,145,core_exact,"[""5月的应季蔬菜有莴笋。""]"
SF0225,月份-05,月份,5月,春,蔬菜,鸡毛菜,,,用户参考,ingredient,209,209,core_exact,"[""5月的应季蔬菜有鸡毛菜。""]"
SF0226,月份-05,月份,5月,春,蔬菜,黄瓜,,,用户参考,ingredient,19,19,core_exact,"[""5月的应季蔬菜有黄瓜。""]"
SF0227,月份-05,月份,5月,春,蔬菜,番茄,,,用户参考,ingredient,14,14,core_exact,"[""5月的应季蔬菜有番茄。""]"
SF0228,月份-05,月份,5月,春,蔬菜,蚕豆,,,用户参考,ingredient,284,284,core_exact,"[""5月的应季蔬菜有蚕豆。""]"
SF0229,月份-05,月份,5月,春,蔬菜,茭白,,,用户参考,ingredient,362,362,core_exact,"[""5月的应季蔬菜有茭白。""]"
SF0230,月份-05,月份,5月,春,蔬菜,茄子,,,用户参考,ingredient,110,110,core_exact,"[""5月的应季蔬菜有茄子。""]"
SF0231,月份-05,月份,5月,春,蔬菜,丝瓜,,,用户参考,ingredient,254,254,core_exact,"[""5月的应季蔬菜有丝瓜。""]"
SF0232,月份-05,月份,5月,春,蔬菜,苦瓜,,,用户参考,ingredient,265,265,core_exact,"[""5月的应季蔬菜有苦瓜。""]"
SF0233,月份-06,月份,6月,夏,水果,西瓜,,,用户参考,ingredient,160,160,core_exact,"[""6月的应季水果有西瓜。""]"
SF0234,月份-06,月份,6月,夏,水果,杨梅,,,用户参考,ingredient,210,210,core_exact,"[""6月的应季水果有杨梅。""]"
SF0235,月份-06,月份,6月,夏,水果,樱桃,,,用户参考,ingredient,135,135,core_exact,"[""6月的应季水果有樱桃。""]"
SF0236,月份-06,月份,6月,夏,水果,荔枝,,,用户参考,ingredient,233,233,core_exact,"[""6月的应季水果有荔枝。""]"
SF0237,月份-06,月份,6月,夏,水果,枇杷,尾季,,用户参考,ingredient,353,353,core_exact,"[""6月的应季水果有枇杷（尾季）。""]"
SF0238,月份-06,月份,6月,夏,水果,水蜜桃,,,用户参考,ingredient,224,224,core_exact,"[""6月的应季水果有水蜜桃。""]"
SF0239,月份-06,月份,6月,夏,水果,哈密瓜,,,用户参考,ingredient,240,240,core_exact,"[""6月的应季水果有哈密瓜。""]"
SF0240,月份-06,月份,6月,夏,水果,火龙果,,,用户参考,ingredient,100,100,core_exact,"[""6月的应季水果有火龙果。""]"
SF0241,月份-06,月份,6月,夏,水果,龙眼,,,用户参考,ingredient,8087,,seasonal_catalog,"[""6月的应季水果有龙眼。""]"
SF0242,月份-06,月份,6月,夏,水果,葡萄,早熟,,用户参考,ingredient,124,124,core_exact,"[""6月的应季水果有葡萄（早熟）。""]"
SF0243,月份-06,月份,6月,夏,蔬菜,黄瓜,,,用户参考,ingredient,19,19,core_exact,"[""6月的应季蔬菜有黄瓜。""]"
SF0244,月份-06,月份,6月,夏,蔬菜,番茄,,,用户参考,ingredient,14,14,core_exact,"[""6月的应季蔬菜有番茄。""]"
SF0245,月份-06,月份,6月,夏,蔬菜,冬瓜,,,用户参考,ingredient,108,108,core_exact,"[""6月的应季蔬菜有冬瓜。""]"
SF0246,月份-06,月份,6月,夏,蔬菜,丝瓜,,,用户参考,ingredient,254,254,core_exact,"[""6月的应季蔬菜有丝瓜。""]"
SF0247,月份-06,月份,6月,夏,蔬菜,茄子,,,用户参考,ingredient,110,110,core_exact,"[""6月的应季蔬菜有茄子。""]"
SF0248,月份-06,月份,6月,夏,蔬菜,南瓜,,,用户参考,ingredient,30,30,core_exact,"[""6月的应季蔬菜有南瓜。""]"
SF0249,月份-06,月份,6月,夏,蔬菜,卷心菜,,,用户参考,ingredient,76,76,core_exact,"[""6月的应季蔬菜有卷心菜。""]"
SF0250,月份-06,月份,6月,夏,蔬菜,土豆,,,用户参考,ingredient,12,12,core_exact,"[""6月的应季蔬菜有土豆。""]"
SF0251,月份-06,月份,6月,夏,蔬菜,鸡毛菜,,,用户参考,ingredient,209,209,core_exact,"[""6月的应季蔬菜有鸡毛菜。""]"
SF0252,月份-06,月份,6月,夏,蔬菜,刀豆,,,用户参考,ingredient,343,343,core_exact,"[""6月的应季蔬菜有刀豆。""]"
SF0253,月份-06,月份,6月,夏,蔬菜,豇豆,,,用户参考,ingredient,151,151,core_exact,"[""6月的应季蔬菜有豇豆。""]"
SF0254,月份-06,月份,6月,夏,蔬菜,毛豆,,,用户参考,ingredient,129,129,core_exact,"[""6月的应季蔬菜有毛豆。""]"
SF0255,月份-07,月份,7月,夏,水果,西瓜,,,用户参考,ingredient,160,160,core_exact,"[""7月的应季水果有西瓜。""]"
SF0256,月份-07,月份,7月,夏,水果,荔枝,,,用户参考,ingredient,233,233,core_exact,"[""7月的应季水果有荔枝。""]"
SF0257,月份-07,月份,7月,夏,水果,水蜜桃,,,用户参考,ingredient,224,224,core_exact,"[""7月的应季水果有水蜜桃。""]"
SF0258,月份-07,月份,7月,夏,水果,哈密瓜,,,用户参考,ingredient,240,240,core_exact,"[""7月的应季水果有哈密瓜。""]"
SF0259,月份-07,月份,7月,夏,水果,榴莲,,,用户参考,ingredient,196,196,core_exact,"[""7月的应季水果有榴莲。""]"
SF0260,月份-07,月份,7月,夏,水果,杨梅,,,用户参考,ingredient,210,210,core_exact,"[""7月的应季水果有杨梅。""]"
SF0261,月份-07,月份,7月,夏,水果,龙眼,,,用户参考,ingredient,8087,,seasonal_catalog,"[""7月的应季水果有龙眼。""]"
SF0262,月份-07,月份,7月,夏,水果,黄皮,,,用户参考,ingredient,7923,,catalog_exact,"[""7月的应季水果有黄皮。""]"
SF0263,月份-07,月份,7月,夏,水果,葡萄,,,用户参考,ingredient,124,124,core_exact,"[""7月的应季水果有葡萄。""]"
SF0264,月份-07,月份,7月,夏,水果,无花果,,,用户参考,ingredient,177,177,core_exact,"[""7月的应季水果有无花果。""]"
SF0265,月份-07,月份,7月,夏,水果,百香果,,,用户参考,ingredient,120,120,core_exact,"[""7月的应季水果有百香果。""]"
SF0266,月份-07,月份,7月,夏,蔬菜,黄瓜,,,用户参考,ingredient,19,19,core_exact,"[""7月的应季蔬菜有黄瓜。""]"
SF0267,月份-07,月份,7月,夏,蔬菜,番茄,,,用户参考,ingredient,14,14,core_exact,"[""7月的应季蔬菜有番茄。""]"
SF0268,月份-07,月份,7月,夏,蔬菜,冬瓜,,,用户参考,ingredient,108,108,core_exact,"[""7月的应季蔬菜有冬瓜。""]"
SF0269,月份-07,月份,7月,夏,蔬菜,丝瓜,,,用户参考,ingredient,254,254,core_exact,"[""7月的应季蔬菜有丝瓜。""]"
SF0270,月份-07,月份,7月,夏,蔬菜,苦瓜,,,用户参考,ingredient,265,265,core_exact,"[""7月的应季蔬菜有苦瓜。""]"
SF0271,月份-07,月份,7月,夏,蔬菜,茄子,,,用户参考,ingredient,110,110,core_exact,"[""7月的应季蔬菜有茄子。""]"
SF0272,月份-07,月份,7月,夏,蔬菜,豇豆,,,用户参考,ingredient,151,151,core_exact,"[""7月的应季蔬菜有豇豆。""]"
SF0273,月份-07,月份,7月,夏,蔬菜,扁豆,,,用户参考,ingredient,227,227,core_exact,"[""7月的应季蔬菜有扁豆。""]"
SF0274,月份-07,月份,7月,夏,蔬菜,空心菜,,,用户参考,ingredient,264,264,core_exact,"[""7月的应季蔬菜有空心菜。""]"
SF0275,月份-07,月份,7月,夏,蔬菜,毛豆,,,用户参考,ingredient,129,129,core_exact,"[""7月的应季蔬菜有毛豆。""]"
SF0276,月份-07,月份,7月,夏,蔬菜,辣椒,,,用户参考,ingredient,17,17,core_exact,"[""7月的应季蔬菜有辣椒。""]"
SF0277,月份-07,月份,7月,夏,蔬菜,土豆,,,用户参考,ingredient,12,12,core_exact,"[""7月的应季蔬菜有土豆。""]"
SF0278,月份-07,月份,7月,夏,蔬菜,卷心菜,,,用户参考,ingredient,76,76,core_exact,"[""7月的应季蔬菜有卷心菜。""]"
SF0279,月份-08,月份,8月,夏,水果,西瓜,,,用户参考,ingredient,160,160,core_exact,"[""8月的应季水果有西瓜。""]"
SF0280,月份-08,月份,8月,夏,水果,水蜜桃,,,用户参考,ingredient,224,224,core_exact,"[""8月的应季水果有水蜜桃。""]"
SF0281,月份-08,月份,8月,夏,水果,哈密瓜,,,用户参考,ingredient,240,240,core_exact,"[""8月的应季水果有哈密瓜。""]"
SF0282,月份-08,月份,8月,夏,水果,榴莲,,,用户参考,ingredient,196,196,core_exact,"[""8月的应季水果有榴莲。""]"
SF0283,月份-08,月份,8月,夏,水果,葡萄,,,用户参考,ingredient,124,124,core_exact,"[""8月的应季水果有葡萄。""]"
SF0284,月份-08,月份,8月,夏,水果,石榴,,,用户参考,ingredient,314,314,core_exact,"[""8月的应季水果有石榴。""]"
SF0285,月份-08,月份,8月,夏,水果,梨,早熟,,用户参考,ingredient,3899,,catalog_exact,"[""8月的应季水果有梨（早熟）。""]"
SF0286,月份-08,月份,8月,夏,水果,冬枣,,,用户参考,ingredient,520,520,core_exact,"[""8月的应季水果有冬枣。""]"
SF0287,月份-08,月份,8月,夏,水果,龙眼,,,用户参考,ingredient,8087,,seasonal_catalog,"[""8月的应季水果有龙眼。""]"
SF0288,月份-08,月份,8月,夏,蔬菜,冬瓜,,,用户参考,ingredient,108,108,core_exact,"[""8月的应季蔬菜有冬瓜。""]"
SF0289,月份-08,月份,8月,夏,蔬菜,丝瓜,,,用户参考,ingredient,254,254,core_exact,"[""8月的应季蔬菜有丝瓜。""]"
SF0290,月份-08,月份,8月,夏,蔬菜,苦瓜,,,用户参考,ingredient,265,265,core_exact,"[""8月的应季蔬菜有苦瓜。""]"
SF0291,月份-08,月份,8月,夏,蔬菜,茄子,,,用户参考,ingredient,110,110,core_exact,"[""8月的应季蔬菜有茄子。""]"
SF0292,月份-08,月份,8月,夏,蔬菜,豇豆,,,用户参考,ingredient,151,151,core_exact,"[""8月的应季蔬菜有豇豆。""]"
SF0293,月份-08,月份,8月,夏,蔬菜,扁豆,,,用户参考,ingredient,227,227,core_exact,"[""8月的应季蔬菜有扁豆。""]"
SF0294,月份-08,月份,8月,夏,蔬菜,空心菜,,,用户参考,ingredient,264,264,core_exact,"[""8月的应季蔬菜有空心菜。""]"
SF0295,月份-08,月份,8月,夏,蔬菜,毛豆,,,用户参考,ingredient,129,129,core_exact,"[""8月的应季蔬菜有毛豆。""]"
SF0296,月份-08,月份,8月,夏,蔬菜,辣椒,,,用户参考,ingredient,17,17,core_exact,"[""8月的应季蔬菜有辣椒。""]"
SF0297,月份-08,月份,8月,夏,蔬菜,南瓜,,,用户参考,ingredient,30,30,core_exact,"[""8月的应季蔬菜有南瓜。""]"
SF0298,月份-08,月份,8月,夏,蔬菜,土豆,,,用户参考,ingredient,12,12,core_exact,"[""8月的应季蔬菜有土豆。""]"
SF0299,月份-08,月份,8月,夏,蔬菜,卷心菜,,,用户参考,ingredient,76,76,core_exact,"[""8月的应季蔬菜有卷心菜。""]"
SF0300,月份-08,月份,8月,夏,蔬菜,青菜,,,用户参考,ingredient,7365,,catalog_exact,"[""8月的应季蔬菜有青菜。""]"
SF0301,月份-09,月份,9月,秋,水果,葡萄,,,用户参考,ingredient,124,124,core_exact,"[""9月的应季水果有葡萄。""]"
SF0302,月份-09,月份,9月,秋,水果,石榴,,,用户参考,ingredient,314,314,core_exact,"[""9月的应季水果有石榴。""]"
SF0303,月份-09,月份,9月,秋,水果,梨,,,用户参考,ingredient,3899,,catalog_exact,"[""9月的应季水果有梨。""]"
SF0304,月份-09,月份,9月,秋,水果,哈密瓜,,,用户参考,ingredient,240,240,core_exact,"[""9月的应季水果有哈密瓜。""]"
SF0305,月份-09,月份,9月,秋,水果,柚子,,,用户参考,ingredient,223,223,core_exact,"[""9月的应季水果有柚子。""]"
SF0306,月份-09,月份,9月,秋,水果,柿子,,,用户参考,ingredient,3855,,catalog_exact,"[""9月的应季水果有柿子。""]"
SF0307,月份-09,月份,9月,秋,水果,山楂,,,用户参考,ingredient,3019,,catalog_exact,"[""9月的应季水果有山楂。""]"
SF0308,月份-09,月份,9月,秋,水果,冬枣,,,用户参考,ingredient,520,520,core_exact,"[""9月的应季水果有冬枣。""]"
SF0309,月份-09,月份,9月,秋,蔬菜,冬瓜,,,用户参考,ingredient,108,108,core_exact,"[""9月的应季蔬菜有冬瓜。""]"
SF0310,月份-09,月份,9月,秋,蔬菜,丝瓜,,,用户参考,ingredient,254,254,core_exact,"[""9月的应季蔬菜有丝瓜。""]"
SF0311,月份-09,月份,9月,秋,蔬菜,毛豆,,,用户参考,ingredient,129,129,core_exact,"[""9月的应季蔬菜有毛豆。""]"
SF0312,月份-09,月份,9月,秋,蔬菜,豇豆,,,用户参考,ingredient,151,151,core_exact,"[""9月的应季蔬菜有豇豆。""]"
SF0313,月份-09,月份,9月,秋,蔬菜,茄子,,,用户参考,ingredient,110,110,core_exact,"[""9月的应季蔬菜有茄子。""]"
SF0314,月份-09,月份,9月,秋,蔬菜,辣椒,,,用户参考,ingredient,17,17,core_exact,"[""9月的应季蔬菜有辣椒。""]"
SF0315,月份-09,月份,9月,秋,蔬菜,芋头,,,用户参考,ingredient,73,73,core_exact,"[""9月的应季蔬菜有芋头。""]"
SF0316,月份-09,月份,9月,秋,蔬菜,茭白,,,用户参考,ingredient,362,362,core_exact,"[""9月的应季蔬菜有茭白。""]"
SF0317,月份-09,月份,9月,秋,蔬菜,莲藕,,,用户参考,ingredient,96,96,core_exact,"[""9月的应季蔬菜有莲藕。""]"
SF0318,月份-09,月份,9月,秋,蔬菜,山药,,,用户参考,ingredient,85,85,core_exact,"[""9月的应季蔬菜有山药。""]"
SF0319,月份-09,月份,9月,秋,蔬菜,秋葵,,,用户参考,ingredient,142,142,core_exact,"[""9月的应季蔬菜有秋葵。""]"
SF0320,月份-09,月份,9月,秋,蔬菜,白萝卜,,,用户参考,ingredient,63,63,core_exact,"[""9月的应季蔬菜有白萝卜。""]"
SF0321,月份-09,月份,9月,秋,蔬菜,大白菜,,,用户参考,ingredient,158,158,core_exact,"[""9月的应季蔬菜有大白菜。""]"
SF0322,月份-09,月份,9月,秋,蔬菜,卷心菜,,,用户参考,ingredient,76,76,core_exact,"[""9月的应季蔬菜有卷心菜。""]"
SF0323,月份-10,月份,10月,秋,水果,苹果,,,用户参考,ingredient,56,56,core_exact,"[""10月的应季水果有苹果。""]"
SF0324,月份-10,月份,10月,秋,水果,梨,,,用户参考,ingredient,3899,,catalog_exact,"[""10月的应季水果有梨。""]"
SF0325,月份-10,月份,10月,秋,水果,石榴,,,用户参考,ingredient,314,314,core_exact,"[""10月的应季水果有石榴。""]"
SF0326,月份-10,月份,10月,秋,水果,柿子,,,用户参考,ingredient,3855,,catalog_exact,"[""10月的应季水果有柿子。""]"
SF0327,月份-10,月份,10月,秋,水果,葡萄,晚熟,,用户参考,ingredient,124,124,core_exact,"[""10月的应季水果有葡萄（晚熟）。""]"
SF0328,月份-10,月份,10月,秋,水果,猕猴桃,,,用户参考,ingredient,166,166,core_exact,"[""10月的应季水果有猕猴桃。""]"
SF0329,月份-10,月份,10月,秋,水果,柑橘,,,用户参考,ingredient,8067,,seasonal_catalog,"[""10月的应季水果有柑橘。""]"
SF0330,月份-10,月份,10月,秋,水果,橙子,,,用户参考,ingredient,154,154,core_exact,"[""10月的应季水果有橙子。""]"
SF0331,月份-10,月份,10月,秋,水果,甘蔗,,,用户参考,ingredient,8070,,seasonal_catalog,"[""10月的应季水果有甘蔗。""]"
SF0332,月份-10,月份,10月,秋,水果,冬枣,尾季,,用户参考,ingredient,520,520,core_exact,"[""10月的应季水果有冬枣（尾季）。""]"
SF0333,月份-10,月份,10月,秋,蔬菜,大白菜,,,用户参考,ingredient,158,158,core_exact,"[""10月的应季蔬菜有大白菜。""]"
SF0334,月份-10,月份,10月,秋,蔬菜,白萝卜,,,用户参考,ingredient,63,63,core_exact,"[""10月的应季蔬菜有白萝卜。""]"
SF0335,月份-10,月份,10月,秋,蔬菜,芋头,,,用户参考,ingredient,73,73,core_exact,"[""10月的应季蔬菜有芋头。""]"
SF0336,月份-10,月份,10月,秋,蔬菜,茭白,,,用户参考,ingredient,362,362,core_exact,"[""10月的应季蔬菜有茭白。""]"
SF0337,月份-10,月份,10月,秋,蔬菜,莲藕,,,用户参考,ingredient,96,96,core_exact,"[""10月的应季蔬菜有莲藕。""]"
SF0338,月份-10,月份,10月,秋,蔬菜,山药,,,用户参考,ingredient,85,85,core_exact,"[""10月的应季蔬菜有山药。""]"
SF0339,月份-10,月份,10月,秋,蔬菜,花菜,,,用户参考,ingredient,130,130,core_exact,"[""10月的应季蔬菜有花菜。""]"
SF0340,月份-10,月份,10月,秋,蔬菜,西兰花,,,用户参考,ingredient,53,53,core_exact,"[""10月的应季蔬菜有西兰花。""]"
SF0341,月份-10,月份,10月,秋,蔬菜,生菜,,,用户参考,ingredient,31,31,core_exact,"[""10月的应季蔬菜有生菜。""]"
SF0342,月份-10,月份,10月,秋,蔬菜,菠菜,,,用户参考,ingredient,40,40,core_exact,"[""10月的应季蔬菜有菠菜。""]"
SF0343,月份-10,月份,10月,秋,蔬菜,芹菜,,,用户参考,ingredient,27,27,core_exact,"[""10月的应季蔬菜有芹菜。""]"
SF0344,月份-10,月份,10月,秋,蔬菜,卷心菜,,,用户参考,ingredient,76,76,core_exact,"[""10月的应季蔬菜有卷心菜。""]"
SF0345,月份-10,月份,10月,秋,蔬菜,茼蒿,,,用户参考,ingredient,257,257,core_exact,"[""10月的应季蔬菜有茼蒿。""]"
SF0346,月份-11,月份,11月,秋,水果,苹果,,,用户参考,ingredient,56,56,core_exact,"[""11月的应季水果有苹果。""]"
SF0347,月份-11,月份,11月,秋,水果,梨,,,用户参考,ingredient,3899,,catalog_exact,"[""11月的应季水果有梨。""]"
SF0348,月份-11,月份,11月,秋,水果,柚子,,,用户参考,ingredient,223,223,core_exact,"[""11月的应季水果有柚子。""]"
SF0349,月份-11,月份,11月,秋,水果,柿子,,,用户参考,ingredient,3855,,catalog_exact,"[""11月的应季水果有柿子。""]"
SF0350,月份-11,月份,11月,秋,水果,山楂,,,用户参考,ingredient,3019,,catalog_exact,"[""11月的应季水果有山楂。""]"
